season,njcaa_division,team,team_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2023,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,641,2489.0,1691.0,779.0,646.0,171.0,0.0,114.0,532.0,171.0,19.0,247.0,285.0,1159.0,494.0,19.0,38.0,285.0,0.0,19.0,0.0,,0.382,0.557,0.854,1.411,125.0,0.4,0.522,0.046,0.115,0.099,0.016,0.867
2023,div1,Allen County,allencountycommunitycollege,210,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Alvin,alvincommunitycollege,401,1246.0,1018.0,235.0,322.0,61.0,14.0,24.0,214.0,61.0,1.0,160.0,261.0,483.0,32.0,24.0,12.0,99.0,13.0,30.0,19.0,1.579,0.316,0.413,0.572,0.985,87.0,0.4,0.431,0.019,0.209,0.128,0.081,0.613
2023,div1,Andrew,andrewcollege,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Angelina,angelinacollege,386,1062.0,874.0,239.0,307.0,55.0,22.0,18.0,206.0,49.0,18.0,120.0,132.0,460.0,34.0,17.0,17.0,95.0,0.0,0.0,0.0,,0.351,0.434,0.635,1.069,95.0,0.39,0.499,0.017,0.124,0.113,0.011,0.909
2023,div1,Arizona Western,arizonawesterncollege,375,575.0,550.0,50.0,100.0,25.0,0.0,0.0,0.0,0.0,0.0,25.0,125.0,125.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,,0.182,0.217,0.273,0.49,43.0,0.235,0.4,0.0,0.217,0.043,0.174,0.2
2023,div1,Barton,bartoncommunitycollege,1240,5240.0,3560.0,1640.0,1360.0,360.0,0.0,240.0,1120.0,360.0,40.0,520.0,600.0,2440.0,1040.0,40.0,80.0,600.0,0.0,40.0,0.0,,0.382,0.557,0.854,1.411,125.0,0.4,0.522,0.046,0.115,0.099,0.016,0.867
2023,div1,Baton Rouge,batonrougecommunitycollege,239,187.0,146.0,68.0,52.0,17.0,8.0,8.0,55.0,37.0,2.0,25.0,55.0,109.0,10.0,2.0,4.0,33.0,0.0,0.0,0.0,,0.356,0.465,0.973,1.438,127.0,0.506,0.759,0.043,0.294,0.134,0.16,0.455
2023,div1,Bevill State,bevillstatecommunitycollege,60,228.0,148.0,64.0,16.0,0.0,0.0,0.0,32.0,0.0,0.0,64.0,48.0,16.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.108,0.421,0.108,0.529,47.0,0.16,0.667,0.0,0.211,0.281,-0.07,1.333
2023,div1,Bishop State,bishopstatecommunitycollege,228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Blinn,blinncollege,582,1918.0,1458.0,481.0,502.0,104.0,12.0,68.0,423.0,102.0,26.0,364.0,391.0,834.0,63.0,17.0,16.0,184.0,17.0,9.0,14.0,0.643,0.344,0.484,0.698,1.182,105.0,0.428,0.48,0.035,0.204,0.19,0.014,0.931
2023,div1,Bossier Parish,bossierparishcommunitycollege,446,1225.0,965.0,304.0,334.0,68.0,5.0,29.0,268.0,59.0,10.0,189.0,166.0,499.0,42.0,4.0,25.0,102.0,0.0,0.0,0.0,,0.346,0.461,0.623,1.084,96.0,0.384,0.513,0.024,0.136,0.154,-0.018,1.139
2023,div1,Butler,butlercommunitycollegeks,187,175.0,175.0,35.0,35.0,35.0,0.0,0.0,35.0,35.0,0.0,0.0,35.0,70.0,0.0,0.0,0.0,35.0,0.0,0.0,70.0,0.0,0.2,0.2,0.6,0.8,71.0,0.25,1.0,0.0,0.2,0.0,0.2,0.0
2023,div1,Calhoun,calhouncommunitycollege,155,445.0,366.0,101.0,123.0,26.0,4.0,22.0,95.0,17.0,0.0,56.0,83.0,223.0,11.0,4.0,8.0,52.0,0.0,0.0,0.0,,0.336,0.427,0.751,1.178,104.0,0.375,0.47,0.049,0.187,0.126,0.061,0.675
2023,div1,Central Alabama,centralalabamacommunitycollege,394,772.0,617.0,172.0,238.0,37.0,1.0,18.0,145.0,18.0,16.0,123.0,144.0,331.0,32.0,0.0,0.0,56.0,0.0,0.0,0.0,,0.386,0.509,0.627,1.136,101.0,0.484,0.411,0.023,0.187,0.159,0.028,0.854
2023,div1,Central Arizona,centralarizonacollege,1137,2226.0,1789.0,679.0,379.0,108.0,27.0,0.0,245.0,621.0,162.0,193.0,489.0,541.0,163.0,81.0,0.0,135.0,81.0,648.0,270.0,2.4,0.212,0.33,0.378,0.708,63.0,0.292,0.924,0.0,0.22,0.087,0.133,0.395
2023,div1,Central Florida,collegeofcentralflorida,957,3419.0,2796.0,739.0,828.0,71.0,15.0,60.0,675.0,70.0,0.0,452.0,367.0,1109.0,112.0,33.0,26.0,146.0,0.0,165.0,240.0,0.688,0.296,0.407,0.449,0.856,76.0,0.321,0.51,0.018,0.107,0.132,-0.025,1.232
2023,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,234,684.0,551.0,173.0,185.0,39.0,7.0,20.0,159.0,8.0,1.0,100.0,75.0,298.0,17.0,6.0,10.0,66.0,8.0,0.0,0.0,,0.336,0.442,0.661,1.103,98.0,0.354,0.543,0.029,0.11,0.146,-0.036,1.333
2023,div1,Chattanooga State,chattanoogastatecommunitycollege,138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
2023,div1,Chipola,chipolacollege,330,40.0,20.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.5,0.0,0.5,44.0,0.0,2.0,0.0,0.0,0.5,-0.5,
2023,div1,Cisco,ciscocollege,536,1475.0,1163.0,415.0,445.0,99.0,17.0,41.0,371.0,61.0,14.0,230.0,231.0,701.0,60.0,1.0,21.0,157.0,0.0,0.0,0.0,,0.383,0.498,0.738,1.236,110.0,0.443,0.539,0.028,0.157,0.156,0.001,0.996
2023,div1,Clarendon,clarendoncollege,445,778.0,618.0,195.0,208.0,42.0,13.0,21.0,180.0,28.0,3.0,113.0,133.0,339.0,22.0,9.0,16.0,76.0,0.0,0.0,0.0,,0.337,0.441,0.672,1.113,99.0,0.39,0.54,0.027,0.171,0.145,0.026,0.85
2023,div1,Cleveland State,clevelandstatecommunitycollege,406,1105.0,887.0,256.0,313.0,58.0,4.0,41.0,262.0,55.0,12.0,151.0,171.0,502.0,44.0,5.0,18.0,103.0,10.0,148.0,169.0,0.876,0.353,0.46,0.682,1.142,101.0,0.392,0.46,0.037,0.155,0.137,0.018,0.883
2023,div1,Cloud County,cloudcountycommunitycollege,575,1443.0,1171.0,427.0,431.0,104.0,19.0,55.0,363.0,51.0,16.0,163.0,224.0,738.0,83.0,6.0,20.0,178.0,14.0,154.0,169.0,0.911,0.368,0.469,0.782,1.251,111.0,0.412,0.598,0.038,0.155,0.113,0.042,0.728
