season,njcaa_division,team,team_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2017,div1,ASA New York,asabrooklynavengers,1829,1713.0,1421.0,323.0,438.0,82.0,10.0,32.0,280.0,88.0,11.0,201.0,379.0,636.0,48.0,19.0,24.0,124.0,10.0,313.0,281.0,1.114,0.308,0.401,0.535,0.936,101.0,0.393,0.444,0.019,0.221,0.117,0.104,0.53
2017,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,1663,2102.0,1799.0,308.0,515.0,85.0,13.0,21.0,253.0,43.0,18.0,203.0,378.0,689.0,60.0,22.0,18.0,119.0,37.0,0.0,0.0,,0.286,0.37,0.449,0.819,89.0,0.348,0.379,0.01,0.18,0.097,0.083,0.537
2017,div1,Allen County,allencountycommunitycollege,1870,1962.0,1601.0,409.0,518.0,107.0,9.0,66.0,361.0,57.0,16.0,223.0,335.0,841.0,99.0,16.0,23.0,182.0,9.0,85.0,63.0,1.349,0.324,0.428,0.639,1.067,115.0,0.37,0.443,0.034,0.171,0.114,0.057,0.666
2017,div1,Alvin,alvincommunitycollege,1881,1753.0,1508.0,292.0,464.0,77.0,12.0,40.0,252.0,35.0,17.0,166.0,320.0,685.0,38.0,22.0,19.0,129.0,9.0,52.0,54.0,0.963,0.308,0.381,0.54,0.921,100.0,0.363,0.401,0.023,0.183,0.095,0.088,0.519
2017,div1,Andrew,andrewcollege,2380,2119.0,1772.0,312.0,505.0,77.0,10.0,28.0,274.0,87.0,8.0,257.0,376.0,686.0,55.0,31.0,4.0,115.0,29.0,0.0,0.0,,0.285,0.386,0.452,0.838,91.0,0.348,0.36,0.013,0.177,0.121,0.056,0.684
2017,div1,Angelina,angelinacollege,1682,1946.0,1635.0,362.0,493.0,81.0,11.0,57.0,320.0,61.0,24.0,185.0,344.0,767.0,70.0,42.0,14.0,149.0,1.0,15.0,14.0,1.071,0.302,0.384,0.56,0.944,102.0,0.349,0.441,0.029,0.177,0.095,0.082,0.538
2017,div1,Arizona Western,arizonawesterncollege,1690,2294.0,1938.0,344.0,546.0,116.0,13.0,36.0,324.0,91.0,18.0,240.0,390.0,796.0,58.0,33.0,25.0,165.0,41.0,16.0,19.0,0.842,0.282,0.368,0.496,0.864,94.0,0.332,0.381,0.016,0.17,0.105,0.065,0.615
2017,div1,Arkansas Baptist,arkansasbaptistcollege,2220,1916.0,1649.0,350.0,544.0,113.0,13.0,49.0,328.0,54.0,7.0,179.0,308.0,830.0,51.0,13.0,24.0,175.0,8.0,16.0,5.0,3.2,0.33,0.404,0.609,1.013,110.0,0.376,0.415,0.026,0.161,0.093,0.068,0.581
2017,div1,Barton,bartoncommunitycollege,1953,2256.0,1918.0,489.0,627.0,135.0,40.0,47.0,422.0,113.0,31.0,210.0,371.0,983.0,100.0,10.0,18.0,222.0,24.0,223.0,265.0,0.842,0.327,0.415,0.628,1.043,113.0,0.382,0.497,0.021,0.164,0.093,0.071,0.566
2017,div1,Baton Rouge,batonrougecommunitycollege,2052,1977.0,1680.0,331.0,459.0,90.0,14.0,21.0,272.0,118.0,24.0,179.0,351.0,640.0,66.0,29.0,23.0,125.0,39.0,307.0,380.0,0.808,0.273,0.356,0.455,0.811,88.0,0.329,0.454,0.011,0.178,0.091,0.087,0.51
2017,div1,Bishop State,bishopstatecommunitycollege,1694,1687.0,1431.0,249.0,432.0,66.0,14.0,11.0,223.0,48.0,0.0,194.0,287.0,559.0,43.0,11.0,8.0,91.0,0.0,0.0,0.0,,0.302,0.397,0.454,0.851,92.0,0.369,0.362,0.007,0.17,0.115,0.055,0.676
2017,div1,Blinn,blinncollege,2145,2023.0,1670.0,333.0,508.0,109.0,6.0,62.0,292.0,48.0,26.0,212.0,412.0,815.0,64.0,56.0,21.0,177.0,23.0,45.0,48.0,0.938,0.304,0.388,0.594,0.982,106.0,0.366,0.375,0.031,0.204,0.105,0.099,0.515
2017,div1,Bossier Parish,bossierparishcommunitycollege,1581,1790.0,1536.0,329.0,469.0,82.0,11.0,69.0,282.0,59.0,15.0,176.0,363.0,780.0,41.0,15.0,22.0,162.0,12.0,0.0,0.0,,0.305,0.383,0.613,0.996,108.0,0.355,0.421,0.039,0.203,0.098,0.105,0.485
2017,div1,Broward,browardcollege,1378,2133.0,1818.0,314.0,542.0,100.0,16.0,27.0,275.0,103.0,29.0,231.0,461.0,755.0,55.0,5.0,24.0,143.0,31.0,0.0,0.0,,0.298,0.388,0.494,0.882,95.0,0.38,0.358,0.013,0.216,0.108,0.108,0.501
2017,div1,Butler,butlercommunitycollegeks,1750,1923.0,1586.0,339.0,433.0,83.0,23.0,50.0,286.0,65.0,24.0,233.0,390.0,711.0,66.0,22.0,16.0,156.0,36.0,328.0,269.0,1.219,0.273,0.381,0.547,0.928,100.0,0.33,0.424,0.026,0.203,0.121,0.082,0.597
2017,div1,Calhoun,calhouncommunitycollege,1727,1700.0,1467.0,214.0,379.0,66.0,6.0,11.0,176.0,60.0,23.0,138.0,295.0,490.0,50.0,30.0,15.0,83.0,20.0,46.0,31.0,1.484,0.258,0.334,0.391,0.725,78.0,0.313,0.365,0.006,0.174,0.081,0.093,0.468
2017,div1,Central Alabama,centralalabamacommunitycollege,2012,1665.0,1430.0,255.0,388.0,67.0,4.0,15.0,210.0,78.0,10.0,166.0,275.0,508.0,26.0,30.0,13.0,86.0,2.0,0.0,0.0,,0.271,0.348,0.415,0.763,83.0,0.324,0.425,0.009,0.165,0.1,0.065,0.604
2017,div1,Central Arizona,centralarizonacollege,2039,2425.0,2028.0,410.0,620.0,103.0,34.0,21.0,354.0,103.0,31.0,248.0,390.0,854.0,73.0,51.0,25.0,158.0,47.0,590.0,343.0,1.72,0.306,0.388,0.499,0.887,96.0,0.365,0.423,0.009,0.161,0.102,0.059,0.636
2017,div1,Central Florida,collegeofcentralflorida,1224,2006.0,1743.0,304.0,512.0,106.0,8.0,35.0,263.0,40.0,15.0,178.0,362.0,739.0,58.0,9.0,18.0,149.0,0.0,0.0,0.0,,0.294,0.373,0.509,0.882,95.0,0.35,0.377,0.017,0.18,0.089,0.091,0.492
2017,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,2006,2192.0,1790.0,453.0,592.0,108.0,14.0,39.0,404.0,139.0,17.0,281.0,258.0,845.0,59.0,27.0,35.0,161.0,0.0,0.0,0.0,,0.331,0.425,0.562,0.987,107.0,0.362,0.464,0.018,0.118,0.128,-0.01,1.089
2017,div1,Chattanooga State,chattanoogastatecommunitycollege,1246,1770.0,1446.0,321.0,457.0,90.0,13.0,13.0,278.0,47.0,8.0,244.0,310.0,612.0,55.0,7.0,18.0,116.0,15.0,93.0,90.0,1.033,0.316,0.427,0.503,0.93,101.0,0.389,0.415,0.007,0.175,0.138,0.037,0.787
2017,div1,Chesapeake,chesapeakecollege,1740,1684.0,1394.0,344.0,400.0,87.0,11.0,29.0,286.0,68.0,22.0,210.0,256.0,596.0,52.0,13.0,15.0,127.0,23.0,332.0,325.0,1.022,0.287,0.393,0.519,0.912,99.0,0.33,0.498,0.017,0.152,0.125,0.027,0.82
2017,div1,Chipola,chipolacollege,1920,2334.0,1885.0,568.0,678.0,121.0,13.0,90.0,512.0,86.0,32.0,321.0,409.0,1095.0,86.0,12.0,30.0,224.0,24.0,67.0,64.0,1.047,0.36,0.465,0.7,1.165,126.0,0.415,0.48,0.039,0.175,0.138,0.037,0.785
2017,div1,Cisco,ciscocollege,1832,1935.0,1673.0,399.0,564.0,107.0,14.0,23.0,343.0,59.0,19.0,214.0,339.0,768.0,48.0,0.0,0.0,144.0,0.0,0.0,0.0,,0.337,0.427,0.545,0.972,105.0,0.413,0.468,0.012,0.175,0.111,0.064,0.631
2017,div1,Clarendon,clarendoncollege,1512,1939.0,1660.0,401.0,559.0,104.0,32.0,38.0,361.0,65.0,16.0,189.0,296.0,841.0,61.0,11.0,18.0,174.0,0.0,0.0,0.0,,0.337,0.417,0.611,1.028,111.0,0.388,0.471,0.02,0.153,0.097,0.056,0.639
