season,njcaa_division,team,team_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2016,div1,Bishop State,bishopstatecommunitycollege,1479,1427.0,1256.0,176.0,299.0,39.0,11.0,10.0,153.0,14.0,1.0,129.0,320.0,390.0,26.0,6.0,10.0,60.0,1.0,0.0,0.0,,0.238,0.318,0.358,0.676,72.0,0.309,0.374,0.007,0.224,0.09,0.134,0.403
2016,div1,Blinn,blinncollege,1620,1884.0,1612.0,269.0,450.0,83.0,7.0,62.0,242.0,36.0,26.0,177.0,391.0,733.0,49.0,35.0,11.0,152.0,28.0,52.0,52.0,1.0,0.279,0.359,0.549,0.908,96.0,0.332,0.337,0.033,0.208,0.094,0.114,0.453
2016,div1,Bossier Parish,bossierparishcommunitycollege,1705,1829.0,1573.0,294.0,468.0,79.0,10.0,43.0,256.0,59.0,17.0,177.0,364.0,696.0,45.0,11.0,23.0,132.0,10.0,4.0,9.0,0.444,0.298,0.377,0.526,0.903,96.0,0.357,0.388,0.024,0.199,0.097,0.102,0.486
2016,div1,Broward,browardcollege,1485,2101.0,1756.0,332.0,489.0,104.0,16.0,35.0,302.0,121.0,18.0,264.0,433.0,730.0,48.0,8.0,25.0,155.0,23.0,0.0,0.0,,0.278,0.381,0.504,0.885,94.0,0.346,0.388,0.017,0.206,0.126,0.08,0.61
2016,div1,Butler,butlercommunitycollegeks,1925,1748.0,1508.0,295.0,459.0,78.0,14.0,31.0,258.0,88.0,23.0,150.0,280.0,658.0,49.0,26.0,15.0,123.0,27.0,376.0,203.0,1.852,0.304,0.376,0.518,0.894,95.0,0.353,0.421,0.018,0.16,0.086,0.074,0.536
2016,div1,Calhoun,calhouncommunitycollege,1769,2028.0,1752.0,300.0,554.0,89.0,10.0,5.0,261.0,72.0,4.0,144.0,230.0,678.0,61.0,71.0,0.0,104.0,4.0,33.0,35.0,0.943,0.316,0.374,0.446,0.82,87.0,0.362,0.391,0.002,0.113,0.071,0.042,0.626
2016,div1,Central Alabama,centralalabamacommunitycollege,1960,1808.0,1557.0,201.0,368.0,65.0,12.0,7.0,169.0,65.0,23.0,170.0,359.0,478.0,40.0,29.0,12.0,84.0,21.0,0.0,0.0,,0.236,0.32,0.361,0.681,72.0,0.3,0.34,0.004,0.199,0.094,0.105,0.474
2016,div1,Central Arizona,centralarizonacollege,1711,2332.0,1900.0,541.0,673.0,134.0,32.0,42.0,462.0,108.0,24.0,280.0,315.0,997.0,85.0,39.0,28.0,208.0,36.0,455.0,392.0,1.161,0.354,0.445,0.634,1.079,114.0,0.402,0.501,0.018,0.135,0.12,0.015,0.889
2016,div1,Central Florida,collegeofcentralflorida,1325,2044.0,1746.0,378.0,538.0,90.0,7.0,50.0,344.0,46.0,38.0,229.0,308.0,792.0,68.0,0.0,1.0,147.0,0.0,0.0,0.0,,0.308,0.409,0.538,0.947,100.0,0.351,0.418,0.024,0.151,0.112,0.039,0.744
2016,div1,Chattahoochee Valley,chattahoocheevalleycommunitycollege,1984,2377.0,1939.0,544.0,639.0,125.0,6.0,69.0,485.0,119.0,12.0,272.0,350.0,983.0,113.0,23.0,30.0,200.0,2.0,27.0,38.0,0.711,0.33,0.431,0.61,1.041,110.0,0.368,0.497,0.029,0.147,0.114,0.033,0.777
2016,div1,Chattanooga State,chattanoogastatecommunitycollege,1225,1704.0,1397.0,369.0,468.0,91.0,15.0,25.0,316.0,66.0,15.0,197.0,199.0,664.0,47.0,21.0,42.0,131.0,8.0,155.0,112.0,1.384,0.335,0.418,0.569,0.987,105.0,0.365,0.501,0.015,0.117,0.116,0.001,0.99
2016,div1,Chesapeake,chesapeakecollege,1792,1878.0,1558.0,388.0,486.0,99.0,14.0,34.0,297.0,94.0,24.0,219.0,271.0,715.0,69.0,28.0,4.0,147.0,21.0,272.0,28.0,9.714,0.312,0.412,0.553,0.965,102.0,0.36,0.478,0.018,0.144,0.117,0.027,0.808
2016,div1,Chipola,chipolacollege,1357,2245.0,1887.0,504.0,624.0,128.0,13.0,69.0,455.0,103.0,29.0,246.0,331.0,985.0,73.0,14.0,25.0,210.0,32.0,7.0,8.0,0.875,0.331,0.42,0.633,1.053,112.0,0.367,0.498,0.031,0.147,0.11,0.037,0.743
2016,div1,Cisco,ciscocollege,2368,2336.0,2041.0,650.0,792.0,179.0,37.0,83.0,571.0,4.0,1.0,273.0,341.0,1294.0,6.0,13.0,3.0,299.0,5.0,61.0,34.0,1.794,0.388,0.458,0.78,1.238,131.0,0.438,0.574,0.036,0.146,0.117,0.029,0.801
2016,div1,Clarendon,clarendoncollege,1650,2091.0,1826.0,490.0,661.0,118.0,39.0,34.0,403.0,126.0,27.0,174.0,276.0,959.0,61.0,26.0,4.0,191.0,2.0,6.0,0.0,,0.362,0.429,0.63,1.059,112.0,0.412,0.529,0.016,0.132,0.083,0.049,0.63
2016,div1,Cleveland State,clevelandstatecommunitycollege,1632,1730.0,1468.0,302.0,423.0,86.0,14.0,54.0,246.0,48.0,9.0,176.0,366.0,699.0,43.0,20.0,23.0,154.0,20.0,306.0,350.0,0.874,0.288,0.371,0.581,0.952,101.0,0.345,0.422,0.031,0.212,0.102,0.11,0.481
2016,div1,Cloud County,cloudcountycommunitycollege,2060,1751.0,1510.0,229.0,385.0,78.0,17.0,18.0,203.0,26.0,8.0,174.0,408.0,551.0,31.0,27.0,9.0,113.0,2.0,49.0,12.0,4.083,0.255,0.337,0.44,0.777,82.0,0.336,0.369,0.01,0.233,0.099,0.134,0.426
2016,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,1944,1702.0,1465.0,257.0,400.0,69.0,11.0,11.0,209.0,42.0,19.0,127.0,274.0,524.0,46.0,51.0,13.0,91.0,0.0,0.0,0.0,,0.273,0.337,0.42,0.757,80.0,0.326,0.438,0.006,0.161,0.075,0.086,0.464
2016,div1,Coastal Alabama - Brewton,jeffersondaviscommunitycollege,1485,1562.0,1348.0,247.0,364.0,43.0,10.0,10.0,223.0,4.0,2.0,147.0,282.0,457.0,34.0,20.0,13.0,63.0,0.0,0.0,0.0,,0.27,0.349,0.386,0.735,78.0,0.331,0.443,0.006,0.181,0.094,0.087,0.521
2016,div1,Coastal Alabama - Monroeville,alabamasoutherncommunitycollege,1710,1783.0,1510.0,254.0,435.0,70.0,8.0,12.0,214.0,93.0,43.0,180.0,294.0,557.0,53.0,23.0,17.0,90.0,25.0,0.0,0.0,,0.288,0.375,0.428,0.803,85.0,0.346,0.369,0.007,0.165,0.101,0.064,0.612
2016,div1,Cochise,cochisecollege,1464,2247.0,1857.0,394.0,532.0,106.0,24.0,46.0,348.0,114.0,29.0,277.0,386.0,824.0,60.0,19.0,34.0,176.0,42.0,0.0,0.0,,0.286,0.387,0.539,0.926,98.0,0.333,0.423,0.02,0.172,0.123,0.049,0.718
2016,div1,Coffeyville,coffeyvillecommunitycollege,2065,2142.0,1763.0,342.0,502.0,102.0,15.0,29.0,299.0,46.0,19.0,231.0,473.0,721.0,69.0,56.0,23.0,146.0,7.0,35.0,34.0,1.029,0.285,0.374,0.492,0.866,92.0,0.368,0.405,0.014,0.221,0.108,0.113,0.488
2016,div1,Colby,colbycommunitycollege,1624,2132.0,1729.0,506.0,580.0,118.0,21.0,45.0,440.0,85.0,26.0,266.0,362.0,875.0,84.0,43.0,10.0,184.0,27.0,270.0,201.0,1.343,0.335,0.436,0.612,1.048,111.0,0.402,0.521,0.021,0.17,0.125,0.045,0.735
2016,div1,Colorado Northwestern,coloradonorthwesterncommunitycollege,1624,1760.0,1371.0,302.0,379.0,56.0,13.0,24.0,269.0,60.0,18.0,250.0,287.0,533.0,53.0,65.0,21.0,93.0,24.0,431.0,286.0,1.507,0.276,0.388,0.457,0.845,90.0,0.328,0.422,0.014,0.163,0.142,0.021,0.871
2016,div1,Columbia State,columbiastatecommunitycollege,1952,1957.0,1606.0,334.0,463.0,84.0,19.0,22.0,273.0,100.0,35.0,241.0,351.0,651.0,57.0,27.0,26.0,125.0,19.0,239.0,227.0,1.053,0.288,0.389,0.483,0.872,92.0,0.35,0.422,0.011,0.179,0.123,0.056,0.687
2016,div1,Connors State,connorsstatecollege,1888,2160.0,1752.0,573.0,675.0,129.0,20.0,65.0,531.0,60.0,9.0,300.0,264.0,1039.0,49.0,29.0,30.0,214.0,0.0,0.0,0.0,,0.385,0.474,0.715,1.189,126.0,0.42,0.53,0.03,0.122,0.139,-0.017,1.136
2016,div1,Cowley,cowleycountycommunitycollege,1948,2423.0,1947.0,493.0,632.0,122.0,14.0,47.0,444.0,95.0,20.0,348.0,474.0,923.0,59.0,49.0,20.0,183.0,18.0,108.0,51.0,2.118,0.325,0.429,0.568,0.997,106.0,0.405,0.45,0.019,0.196,0.144,0.052,0.734
2016,div1,Crowder,crowdercollege,2356,2299.0,1939.0,474.0,604.0,129.0,28.0,56.0,428.0,87.0,15.0,273.0,403.0,957.0,49.0,20.0,18.0,213.0,0.0,24.0,12.0,2.0,0.312,0.403,0.603,1.006,107.0,0.366,0.48,0.024,0.175,0.119,0.056,0.677
2016,div1,Darton State,dartonstatecollege,1856,2524.0,2024.0,487.0,663.0,106.0,20.0,35.0,437.0,98.0,18.0,314.0,445.0,914.0,101.0,55.0,30.0,161.0,23.0,25.0,31.0,0.806,0.328,0.427,0.531,0.958,101.0,0.399,0.433,0.014,0.176,0.124,0.052,0.706
2016,div1,Daytona State,daytonastatecollege,1058,1663.0,1406.0,279.0,415.0,74.0,9.0,21.0,258.0,33.0,18.0,157.0,313.0,570.0,50.0,36.0,14.0,104.0,28.0,0.0,0.0,,0.295,0.374,0.479,0.853,90.0,0.363,0.429,0.013,0.188,0.094,0.094,0.502
2016,div1,Delgado,delgadocommunitycollege,2106,1808.0,1481.0,371.0,458.0,92.0,21.0,31.0,319.0,65.0,17.0,233.0,269.0,685.0,57.0,13.0,24.0,144.0,9.0,67.0,85.0,0.788,0.309,0.414,0.56,0.974,103.0,0.354,0.474,0.017,0.149,0.129,0.02,0.866
2016,div1,Dodge City,dodgecitycommunitycollege,1829,2116.0,1784.0,401.0,567.0,108.0,16.0,34.0,354.0,40.0,16.0,231.0,320.0,809.0,53.0,28.0,20.0,158.0,5.0,72.0,46.0,1.565,0.318,0.402,0.542,0.944,100.0,0.368,0.449,0.016,0.151,0.109,0.042,0.722
2016,div1,Dyersburg State,dyersburgstatecommunitycollege,1863,1930.0,1572.0,391.0,496.0,101.0,15.0,45.0,347.0,44.0,12.0,217.0,290.0,762.0,82.0,29.0,30.0,161.0,28.0,267.0,293.0,0.911,0.316,0.412,0.587,0.999,106.0,0.356,0.461,0.023,0.15,0.112,0.038,0.748
2016,div1,East Georgia State,eastgeorgiacollege,1468,1948.0,1654.0,298.0,478.0,88.0,12.0,25.0,260.0,74.0,12.0,146.0,278.0,665.0,84.0,42.0,22.0,125.0,23.0,272.0,334.0,0.814,0.289,0.363,0.478,0.841,89.0,0.33,0.4,0.013,0.143,0.075,0.068,0.525
2016,div1,Eastern Arizona,easternarizonacollege,1456,1897.0,1597.0,313.0,473.0,74.0,31.0,4.0,294.0,104.0,18.0,205.0,342.0,619.0,41.0,38.0,16.0,109.0,1.0,13.0,0.0,,0.296,0.379,0.457,0.836,89.0,0.37,0.432,0.002,0.18,0.108,0.072,0.599
2016,div1,Eastern Florida State,easternfloridastatecollege,1375,1993.0,1765.0,325.0,575.0,75.0,18.0,14.0,263.0,74.0,21.0,146.0,267.0,727.0,47.0,23.0,12.0,107.0,32.0,0.0,0.0,,0.326,0.385,0.473,0.858,91.0,0.375,0.412,0.007,0.134,0.073,0.061,0.547
2016,div1,Eastern Oklahoma State,easternoklahomastatecollege,2232,2371.0,1939.0,494.0,630.0,97.0,21.0,74.0,398.0,76.0,20.0,246.0,376.0,991.0,115.0,46.0,25.0,192.0,25.0,0.0,0.0,,0.325,0.418,0.61,1.028,109.0,0.367,0.458,0.031,0.159,0.104,0.055,0.654
2016,div1,El Paso,elpasocommunitycollege,1650,1823.0,1604.0,283.0,490.0,86.0,18.0,26.0,246.0,46.0,32.0,157.0,302.0,690.0,28.0,19.0,15.0,130.0,2.0,0.0,0.0,,0.305,0.37,0.511,0.881,93.0,0.359,0.396,0.014,0.166,0.086,0.08,0.52
2016,div1,Enterprise State,enterprisestatecommunitycollege,1502,985.0,868.0,114.0,230.0,33.0,2.0,12.0,97.0,18.0,6.0,92.0,150.0,303.0,15.0,5.0,5.0,47.0,0.0,0.0,0.0,,0.265,0.342,0.403,0.745,79.0,0.307,0.314,0.012,0.152,0.093,0.059,0.613
2016,div1,Florence-Darlington Tech,florencedarlingtontechnicalcollege,2244,1935.0,1615.0,351.0,470.0,101.0,6.0,24.0,323.0,48.0,16.0,198.0,313.0,655.0,65.0,32.0,25.0,131.0,19.0,126.0,98.0,1.286,0.291,0.379,0.487,0.866,92.0,0.342,0.461,0.012,0.162,0.102,0.06,0.633
2016,div1,Florida SouthWestern State,floridasouthwesternstatecollege,1961,1921.0,1645.0,287.0,453.0,71.0,12.0,19.0,237.0,46.0,14.0,178.0,310.0,605.0,50.0,27.0,21.0,102.0,25.0,37.0,42.0,0.881,0.275,0.355,0.43,0.785,83.0,0.325,0.405,0.01,0.161,0.093,0.068,0.574
2016,div1,Florida State Jacksonville,floridastatecollegeatjacksonville,1125,1559.0,1329.0,214.0,345.0,54.0,8.0,34.0,199.0,49.0,14.0,161.0,322.0,517.0,36.0,19.0,14.0,96.0,27.0,0.0,0.0,,0.26,0.348,0.461,0.809,86.0,0.315,0.354,0.022,0.207,0.103,0.104,0.5
2016,div1,Fort Scott,fortscottcommunitycollege,1708,2067.0,1667.0,448.0,547.0,107.0,8.0,86.0,403.0,69.0,12.0,276.0,388.0,928.0,61.0,34.0,29.0,201.0,21.0,0.0,0.0,,0.328,0.428,0.677,1.105,117.0,0.377,0.454,0.042,0.188,0.134,0.054,0.711
2016,div1,Frank Phillips,frankphillipscollege,1705,1958.0,1676.0,358.0,530.0,99.0,19.0,39.0,300.0,19.0,6.0,218.0,347.0,784.0,34.0,15.0,15.0,157.0,2.0,5.0,0.0,,0.316,0.399,0.561,0.96,102.0,0.376,0.429,0.02,0.177,0.111,0.066,0.628
2016,div1,Galveston,galvestoncollege,1534,1956.0,1743.0,329.0,530.0,89.0,15.0,33.0,288.0,29.0,9.0,195.0,394.0,748.0,9.0,2.0,7.0,137.0,9.0,49.0,32.0,1.531,0.304,0.375,0.508,0.883,94.0,0.376,0.422,0.017,0.201,0.1,0.101,0.495
2016,div1,Garden City,gardencitycommunitycollege,1984,2490.0,2023.0,553.0,692.0,164.0,25.0,59.0,498.0,71.0,31.0,341.0,443.0,1083.0,67.0,38.0,21.0,248.0,32.0,114.0,83.0,1.373,0.342,0.442,0.658,1.1,117.0,0.411,0.475,0.024,0.178,0.137,0.041,0.77
2016,div1,Georgia Highlands,georgiahighlandscollege,1947,2057.0,1718.0,306.0,442.0,74.0,16.0,39.0,269.0,28.0,10.0,241.0,427.0,663.0,61.0,14.0,23.0,129.0,21.0,14.0,11.0,1.273,0.257,0.362,0.462,0.824,87.0,0.316,0.379,0.019,0.208,0.117,0.091,0.564
2016,div1,Globe Tech,globeinstituteoftechnology,1736,1178.0,990.0,217.0,311.0,58.0,13.0,24.0,192.0,33.0,12.0,129.0,227.0,467.0,35.0,12.0,12.0,95.0,9.0,216.0,154.0,1.403,0.314,0.403,0.568,0.971,103.0,0.382,0.428,0.02,0.193,0.11,0.083,0.568
2016,div1,Gordon State,gordonstatecollege,1534,2149.0,1755.0,406.0,542.0,107.0,18.0,48.0,351.0,70.0,17.0,277.0,378.0,829.0,53.0,32.0,32.0,173.0,27.0,28.0,25.0,1.12,0.309,0.406,0.571,0.977,103.0,0.363,0.434,0.022,0.176,0.129,0.047,0.733
2016,div1,Grayson,graysoncollege,1620,2085.0,1731.0,528.0,612.0,132.0,16.0,59.0,475.0,35.0,11.0,294.0,332.0,953.0,12.0,23.0,25.0,207.0,0.0,6.0,9.0,0.667,0.354,0.44,0.67,1.11,118.0,0.405,0.546,0.028,0.159,0.141,0.018,0.886
2016,div1,Guilford Tech,guilfordtechnicalcommunitycollege,1479,1601.0,1388.0,257.0,391.0,74.0,6.0,39.0,228.0,47.0,10.0,156.0,358.0,594.0,33.0,11.0,13.0,119.0,32.0,315.0,270.0,1.167,0.282,0.362,0.514,0.876,93.0,0.351,0.403,0.024,0.224,0.097,0.127,0.436
2016,div1,Gulf Coast State,gulfcoaststatecollege,1254,2139.0,1789.0,386.0,531.0,81.0,8.0,49.0,330.0,38.0,21.0,236.0,380.0,775.0,60.0,24.0,30.0,138.0,45.0,0.0,0.0,,0.297,0.387,0.51,0.897,95.0,0.347,0.433,0.023,0.178,0.11,0.068,0.621
2016,div1,Hagerstown,hagerstowncommunitycollege,1534,1960.0,1588.0,372.0,466.0,91.0,23.0,17.0,314.0,67.0,19.0,282.0,286.0,654.0,39.0,28.0,23.0,131.0,5.0,49.0,7.0,7.0,0.293,0.402,0.494,0.896,95.0,0.343,0.461,0.009,0.146,0.144,0.002,0.986
2016,div1,Harford,harfordcommunitycollege,2340,2505.0,1986.0,687.0,684.0,150.0,29.0,119.0,603.0,148.0,28.0,389.0,463.0,1249.0,79.0,16.0,35.0,298.0,15.0,310.0,392.0,0.791,0.344,0.46,0.779,1.239,131.0,0.393,0.55,0.048,0.185,0.155,0.03,0.84
2016,div1,Highland (KS),highlandcommunitycollegekansas,1728,1817.0,1477.0,260.0,366.0,53.0,7.0,22.0,216.0,21.0,10.0,260.0,410.0,499.0,58.0,12.0,10.0,82.0,5.0,26.0,25.0,1.04,0.248,0.376,0.393,0.769,81.0,0.326,0.36,0.012,0.226,0.143,0.083,0.634
2016,div1,Hill,hillcollege,2135,2346.0,1982.0,532.0,701.0,123.0,14.0,107.0,512.0,70.0,22.0,288.0,357.0,1173.0,51.0,7.0,18.0,244.0,0.0,0.0,0.0,,0.354,0.443,0.715,1.158,123.0,0.387,0.456,0.046,0.152,0.123,0.029,0.807
2016,div1,Hillsborough,hillsboroughcommunitycollege,1344,1954.0,1710.0,314.0,532.0,93.0,13.0,26.0,258.0,111.0,42.0,157.0,315.0,729.0,41.0,26.0,20.0,132.0,0.0,0.0,0.0,,0.311,0.374,0.504,0.878,93.0,0.364,0.409,0.013,0.161,0.08,0.081,0.498
2016,div1,Howard (TX),howardcollege,2030,2254.0,1841.0,565.0,631.0,136.0,22.0,91.0,494.0,163.0,28.0,289.0,370.0,1084.0,77.0,23.0,24.0,249.0,0.0,3.0,10.0,0.3,0.343,0.442,0.724,1.166,124.0,0.385,0.523,0.04,0.164,0.128,0.036,0.781
2016,div1,Hutchinson,hutchinsoncommunitycollege,2124,2290.0,1975.0,508.0,670.0,122.0,21.0,85.0,451.0,105.0,22.0,199.0,431.0,1089.0,72.0,28.0,16.0,228.0,48.0,435.0,399.0,1.09,0.339,0.411,0.667,1.078,114.0,0.397,0.494,0.037,0.188,0.087,0.101,0.462
2016,div1,Independence,independencecommunitycollege,1710,2127.0,1800.0,444.0,571.0,91.0,16.0,48.0,385.0,68.0,23.0,207.0,403.0,838.0,63.0,37.0,20.0,155.0,3.0,22.0,26.0,0.846,0.317,0.395,0.552,0.947,100.0,0.382,0.499,0.023,0.189,0.097,0.092,0.514
2016,div1,Indian Hills,indianhillscommunitycollege,2081,1879.0,1588.0,288.0,430.0,87.0,13.0,31.0,255.0,68.0,26.0,190.0,343.0,636.0,58.0,28.0,15.0,131.0,17.0,30.0,14.0,2.143,0.271,0.361,0.483,0.844,89.0,0.325,0.397,0.016,0.183,0.101,0.082,0.554
2016,div1,Indian River State,indianriverstatecollege,1092,1484.0,1322.0,165.0,337.0,49.0,4.0,14.0,146.0,25.0,6.0,101.0,273.0,436.0,37.0,15.0,9.0,67.0,1.0,0.0,0.0,,0.255,0.32,0.38,0.7,74.0,0.309,0.328,0.009,0.184,0.068,0.116,0.37
2016,div1,Iowa Western,iowawesterncommunitycollege,2233,2291.0,1967.0,560.0,743.0,159.0,38.0,51.0,523.0,76.0,14.0,182.0,265.0,1129.0,87.0,21.0,34.0,248.0,25.0,44.0,19.0,2.316,0.378,0.442,0.701,1.143,121.0,0.411,0.53,0.022,0.116,0.079,0.037,0.687
2016,div1,Jackson State,jacksonstatecommunitycollege,1798,2023.0,1689.0,456.0,560.0,121.0,13.0,92.0,413.0,73.0,16.0,265.0,421.0,983.0,51.0,3.0,15.0,226.0,24.0,184.0,279.0,0.659,0.332,0.433,0.716,1.149,122.0,0.393,0.464,0.045,0.208,0.131,0.077,0.629
2016,div1,Jefferson (MO),jeffersoncollege,2219,2235.0,1835.0,501.0,592.0,118.0,23.0,60.0,443.0,124.0,23.0,294.0,375.0,936.0,60.0,13.0,33.0,201.0,13.0,4.0,0.0,,0.323,0.423,0.62,1.043,110.0,0.371,0.498,0.027,0.168,0.132,0.036,0.784
2016,div1,John A. Logan,johnalogancollege,1485,2123.0,1806.0,461.0,598.0,124.0,14.0,59.0,410.0,67.0,14.0,207.0,311.0,927.0,67.0,17.0,26.0,197.0,29.0,20.0,14.0,1.429,0.331,0.411,0.622,1.033,109.0,0.369,0.494,0.028,0.146,0.098,0.048,0.666
2016,div1,Johnson County,johnsoncountycommunitycollege,2145,2486.0,2097.0,478.0,658.0,126.0,16.0,63.0,434.0,96.0,35.0,252.0,383.0,1004.0,86.0,26.0,25.0,205.0,3.0,98.0,89.0,1.101,0.314,0.401,0.577,0.978,104.0,0.355,0.445,0.025,0.154,0.101,0.053,0.658
2016,div1,Kansas City Kansas,kansascitykansascommunitycollege,1952,2365.0,2004.0,516.0,706.0,121.0,43.0,61.0,478.0,72.0,19.0,233.0,322.0,1096.0,61.0,36.0,31.0,225.0,1.0,51.0,24.0,2.125,0.352,0.423,0.659,1.082,115.0,0.39,0.485,0.026,0.136,0.099,0.037,0.724
2016,div1,Kaskaskia,kaskaskiacollege,1512,1886.0,1564.0,334.0,468.0,89.0,12.0,25.0,287.0,21.0,12.0,194.0,336.0,656.0,69.0,40.0,19.0,126.0,0.0,0.0,0.0,,0.299,0.388,0.5,0.888,94.0,0.363,0.438,0.013,0.178,0.103,0.075,0.577
2016,div1,Kishwaukee,kishwaukeecollege,1569,1925.0,1600.0,435.0,562.0,98.0,23.0,38.0,363.0,137.0,36.0,190.0,281.0,819.0,93.0,17.0,25.0,159.0,26.0,0.0,0.0,,0.351,0.439,0.612,1.051,111.0,0.401,0.492,0.02,0.146,0.099,0.047,0.676
2016,div1,Labette,labettecommunitycollege,1380,1711.0,1466.0,318.0,439.0,74.0,1.0,51.0,281.0,77.0,11.0,175.0,315.0,668.0,40.0,21.0,9.0,126.0,4.0,27.0,35.0,0.771,0.299,0.382,0.542,0.924,98.0,0.35,0.443,0.03,0.184,0.102,0.082,0.556
2016,div1,Lake Land,lakelandcollege,1372,1795.0,1512.0,255.0,411.0,86.0,8.0,21.0,216.0,30.0,20.0,175.0,370.0,576.0,48.0,41.0,19.0,115.0,20.0,311.0,357.0,0.871,0.272,0.353,0.457,0.81,86.0,0.342,0.382,0.012,0.206,0.097,0.109,0.473
2016,div1,Lake-Sumter State,lakesumterstatecollege,1175,1770.0,1512.0,262.0,428.0,74.0,7.0,23.0,233.0,58.0,22.0,172.0,345.0,585.0,54.0,17.0,15.0,104.0,37.0,21.0,27.0,0.778,0.283,0.369,0.456,0.825,87.0,0.349,0.379,0.013,0.195,0.097,0.098,0.499
2016,div1,Lamar,lamarcommunitycollege,1617,1897.0,1618.0,354.0,519.0,112.0,11.0,54.0,330.0,75.0,26.0,175.0,341.0,815.0,65.0,17.0,22.0,177.0,0.0,0.0,0.0,,0.321,0.4,0.613,1.013,107.0,0.373,0.426,0.028,0.18,0.092,0.088,0.513
2016,div1,Laredo,laredocommunitycollege,1534,1558.0,1337.0,196.0,362.0,60.0,7.0,20.0,170.0,57.0,23.0,135.0,335.0,496.0,51.0,28.0,7.0,87.0,25.0,52.0,38.0,1.368,0.271,0.352,0.436,0.788,83.0,0.346,0.333,0.013,0.215,0.087,0.128,0.403
