season,njcaa_division,team,team_id,G,PA,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,K,TB,HBP,SH,SF,XBH,HDP,GO,FO,GO/FO,BA,OBP,SLG,OPS,OPS+,BAbip,RS%,HR%,K%,BB%,K-BB%,BB/K
2019,div1,ASA New York,asabrooklynavengers,1470,807.0,687.0,126.0,195.0,21.0,4.0,9.0,94.0,69.0,13.0,91.0,163.0,251.0,18.0,8.0,3.0,34.0,10.0,186.0,116.0,1.603,0.284,0.377,0.415,0.792,87.0,0.359,0.397,0.011,0.202,0.113,0.089,0.558
2019,div1,Abraham Baldwin,abrahambaldwinagriculturalcollege,1458,1681.0,1400.0,267.0,405.0,78.0,7.0,14.0,233.0,72.0,24.0,200.0,332.0,539.0,49.0,15.0,17.0,99.0,21.0,0.0,0.0,,0.289,0.389,0.456,0.845,92.0,0.365,0.395,0.008,0.198,0.119,0.079,0.602
2019,div1,Allen County,allencountycommunitycollege,1924,1778.0,1469.0,408.0,479.0,96.0,25.0,37.0,310.0,77.0,23.0,186.0,338.0,736.0,96.0,4.0,23.0,158.0,17.0,260.0,327.0,0.795,0.326,0.428,0.609,1.037,113.0,0.396,0.512,0.021,0.19,0.105,0.085,0.55
2019,div1,Alvin,alvincommunitycollege,1680,1914.0,1530.0,313.0,437.0,89.0,8.0,40.0,264.0,74.0,29.0,314.0,412.0,662.0,40.0,17.0,13.0,137.0,13.0,68.0,44.0,1.545,0.286,0.413,0.522,0.935,102.0,0.364,0.364,0.021,0.215,0.164,0.051,0.762
2019,div1,Andrew,andrewcollege,2130,1914.0,1601.0,312.0,478.0,93.0,9.0,37.0,276.0,108.0,13.0,228.0,363.0,700.0,59.0,24.0,2.0,139.0,19.0,0.0,0.0,,0.299,0.4,0.524,0.924,101.0,0.367,0.378,0.019,0.19,0.119,0.071,0.628
2019,div1,Angelina,angelinacollege,1829,1942.0,1636.0,349.0,488.0,82.0,13.0,36.0,298.0,52.0,16.0,223.0,335.0,703.0,45.0,23.0,15.0,131.0,6.0,0.0,0.0,,0.298,0.389,0.51,0.899,98.0,0.353,0.435,0.019,0.173,0.115,0.058,0.666
2019,div1,Arizona Western,arizonawesterncollege,1344,2041.0,1639.0,381.0,483.0,99.0,18.0,22.0,332.0,113.0,23.0,282.0,412.0,684.0,57.0,35.0,28.0,139.0,25.0,13.0,7.0,1.857,0.295,0.403,0.502,0.905,99.0,0.374,0.449,0.011,0.202,0.138,0.064,0.684
2019,div1,Arkansas Baptist,arkansasbaptistcollege,1675,1053.0,878.0,164.0,248.0,65.0,19.0,14.0,148.0,68.0,8.0,123.0,233.0,393.0,35.0,7.0,10.0,98.0,1.0,12.0,9.0,1.333,0.282,0.386,0.559,0.945,103.0,0.365,0.383,0.013,0.221,0.117,0.104,0.528
2019,div1,Barton,bartoncommunitycollege,1920,2104.0,1788.0,317.0,480.0,85.0,19.0,17.0,287.0,64.0,23.0,173.0,372.0,653.0,86.0,30.0,27.0,121.0,28.0,246.0,324.0,0.759,0.268,0.351,0.433,0.784,86.0,0.325,0.416,0.008,0.177,0.082,0.095,0.465
2019,div1,Baton Rouge,batonrougecommunitycollege,2457,1902.0,1605.0,263.0,413.0,66.0,15.0,15.0,215.0,78.0,38.0,203.0,344.0,554.0,65.0,15.0,14.0,96.0,28.0,353.0,377.0,0.936,0.257,0.358,0.405,0.763,83.0,0.316,0.372,0.008,0.181,0.107,0.074,0.59
2019,div1,Bevill State,bevillstatecommunitycollege,1300,1591.0,1349.0,219.0,347.0,60.0,7.0,17.0,194.0,29.0,11.0,164.0,294.0,470.0,47.0,19.0,12.0,84.0,10.0,0.0,0.0,,0.257,0.351,0.412,0.763,83.0,0.314,0.373,0.011,0.185,0.103,0.082,0.558
