season,njcaa_season,team,team_id,player_id,player_name,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2013,2012-13,ASA New York,asabrooklynavengers,alexechevarriasxc6,Alex Echevarria,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,carlostejedacq5j,Carlos Tejeda,45,8.0,7.0,1.0,0.0,1.0,43.0,19.0,13.0,0.684,15.0,40.0
2013,2012-13,ASA New York,asabrooklynavengers,cesarfriasxy24,Cesar Frias,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,danaurisbaezouu6,Danauris Baez,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,eduardofamilia3u98,Eduardo Familia,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,eduinvaldez4ikk,Eduin Valdez,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,genarodebrandjfiq,Genaro Debrand,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,georgekantzian2vry,George Kantzian,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,gilbertomendozavf44,Gilberto Mendoza,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,hectorperez3fab,Hector Perez,45,10.0,7.0,1.0,0.0,1.0,51.0,30.0,21.0,0.7,27.0,39.0
2013,2012-13,ASA New York,asabrooklynavengers,huascarpolanco3wpr,Huascar Polanco,45,0.0,0.0,1.0,1.0,0.5,8.0,7.0,4.0,0.571,16.0,9.0
2013,2012-13,ASA New York,asabrooklynavengers,ivanlopezbf3b,Ivan Lopez,45,2.0,1.0,1.0,1.0,0.667,10.0,8.0,6.0,0.75,12.0,6.0
2013,2012-13,ASA New York,asabrooklynavengers,jasonperez2357,Jason Perez,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,jasonportuhondom0uk,Jason Portuhondo,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,jhongarciayxld,Jhon Garcia,45,0.0,0.0,0.0,0.0,,17.0,8.0,4.0,0.5,3.0,10.0
2013,2012-13,ASA New York,asabrooklynavengers,josediazmxwf,Jose Diaz,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,josephfernandezadgk,Joseph Fernandez,45,3.0,4.0,0.0,0.0,1.0,32.0,23.0,17.0,0.739,19.0,26.0
2013,2012-13,ASA New York,asabrooklynavengers,juansanchez40y8,Juan Sanchez,45,0.0,0.0,0.0,0.0,,9.0,8.0,6.0,0.75,7.0,8.0
2013,2012-13,ASA New York,asabrooklynavengers,julianlanfrancoveoz,Julian Lanfranco,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,julioovalles9dlu,Julio Ovalles,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,juniormaldonado1jg1,Junior Maldonado,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,kevinvictoriano2tcm,Kevin Victoriano,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,lewissanchezglhc,Lewis Sanchez,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,luislopezihvz,Luis Lopez,45,0.0,1.0,1.0,2.0,0.5,3.0,11.0,10.0,0.909,16.0,10.0
2013,2012-13,ASA New York,asabrooklynavengers,luismellau6i3,Luis Mella,45,5.0,2.0,1.0,0.0,1.0,24.0,21.0,13.0,0.619,18.0,33.0
2013,2012-13,ASA New York,asabrooklynavengers,luisperez3wbe,Luis Perez,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,oscarsaritaovy3,Oscar Sarita,45,3.0,0.0,0.0,0.0,,10.0,9.0,3.0,0.333,11.0,12.0
2013,2012-13,ASA New York,asabrooklynavengers,placidotorres05hz,Placido Torres,45,11.0,7.0,3.0,0.0,1.0,45.0,22.0,12.0,0.545,20.0,74.0
2013,2012-13,ASA New York,asabrooklynavengers,robertlopezpt03,Robert Lopez,45,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,ASA New York,asabrooklynavengers,rolmancandelariohgc2,Rolman Candelario,45,2.0,1.0,0.0,0.0,1.0,7.0,11.0,7.0,0.636,13.0,15.0
2013,2012-13,ASA New York,asabrooklynavengers,ryancabrejayr1u,Ryan Cabreja,45,0.0,1.0,1.0,4.0,0.333,17.0,9.0,7.0,0.778,8.0,11.0
2013,2012-13,ASA New York,asabrooklynavengers,willienunezwign,Willie Nunez,45,0.0,3.0,0.0,3.0,0.5,13.0,8.0,5.0,0.625,6.0,14.0
2013,2012-13,Abraham Baldwin,abrahambaldwinagriculturalcollege,aaronwestbury1mas,Aaron Westbury,50,8.0,2.0,4.0,0.0,1.0,59.0,40.0,31.0,0.775,25.0,50.0
2013,2012-13,Abraham Baldwin,abrahambaldwinagriculturalcollege,adamboanjet4,Adam Boan,50,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Abraham Baldwin,abrahambaldwinagriculturalcollege,ajbenefieldwmf0,AJ Benefield,50,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Abraham Baldwin,abrahambaldwinagriculturalcollege,bradblounta7fr,Brad Blount,50,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2013,2012-13,Abraham Baldwin,abrahambaldwinagriculturalcollege,christianmiller2ps0,Christian Miller,50,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
