season,njcaa_season,team,team_id,player_id,player_name,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2015,2014-15,ASA New York,asabrooklynavengers,alexanderbellop8z6,Alexander Bello,53,2.0,1.0,0.0,0.0,1.0,2.0,7.0,2.0,0.286,7.0,3.0
2015,2014-15,ASA New York,asabrooklynavengers,christiansuarezl7ul,Christian Suarez,53,7.0,5.0,2.0,0.0,1.0,37.0,23.0,16.0,0.696,15.0,48.0
2015,2014-15,ASA New York,asabrooklynavengers,darluigigonzalezaqk5,Darluigi Gonzalez,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,davidroman1kym,David Roman,53,1.0,1.0,1.0,2.0,0.5,10.0,8.0,2.0,0.25,6.0,12.0
2015,2014-15,ASA New York,asabrooklynavengers,donteyoungeranzx,Donte Younger,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,emiliopentildea6rcm,Emilio PeÃÂ±a,53,1.0,2.0,0.0,1.0,0.667,24.0,11.0,11.0,1.0,5.0,10.0
2015,2014-15,ASA New York,asabrooklynavengers,emmanuelcastrokicj,Emmanuel Castro,53,3.0,1.0,1.0,0.0,1.0,19.0,13.0,11.0,0.846,17.0,19.0
2015,2014-15,ASA New York,asabrooklynavengers,erickespinosaroeg,Erick Espinosa,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,felixhernandezu1ve,Felix Hernandez,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,franklynrojas6stk,Franklyn Rojas,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,gabrielescaleraf8vg,Gabriel Escalera,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,gilbertomendozae46n,Gilberto Mendoza,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,hensyzapata81ac,Hensy Zapata,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,jeancarlossantosbyuk,Jean Carlos Santos,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,jeancbatistabd5f,Jean C Batista,53,7.0,3.0,1.0,0.0,1.0,21.0,13.0,7.0,0.538,26.0,49.0
2015,2014-15,ASA New York,asabrooklynavengers,josephalmodovarkjav,Joseph Almodovar,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,josereynoso14jp,Jose Reynoso,53,0.0,1.0,1.0,0.0,1.0,4.0,6.0,2.0,0.333,7.0,5.0
2015,2014-15,ASA New York,asabrooklynavengers,luidinsonhidalgo5rqv,Luidinson Hidalgo,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,manuelmesahier,Manuel Mesa,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,michaelhidalgo729j,Michael Hidalgo,53,2.0,0.0,2.0,0.0,1.0,16.0,13.0,3.0,0.231,7.0,13.0
2015,2014-15,ASA New York,asabrooklynavengers,miguelpentildeayp5y,Miguel PeÃÂ±a,53,10.0,8.0,1.0,0.0,1.0,65.0,33.0,16.0,0.485,14.0,79.0
2015,2014-15,ASA New York,asabrooklynavengers,miguelvallespzdq,Miguel Valles,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,mikefloresvz57,Mike Flores,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,oscarmarcialwiw3,Oscar Marcial,53,0.0,0.0,1.0,0.0,1.0,11.0,10.0,6.0,0.6,5.0,7.0
2015,2014-15,ASA New York,asabrooklynavengers,pablohernandezokr1,Pablo Hernandez,53,6.0,6.0,0.0,1.0,0.857,29.0,15.0,8.0,0.533,7.0,34.0
2015,2014-15,ASA New York,asabrooklynavengers,paulgarciatud6,Paul Garcia,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,renebarrientoshrod,Rene Barrientos,53,0.0,0.0,0.0,1.0,0.0,6.0,6.0,4.0,0.667,8.0,5.0
2015,2014-15,ASA New York,asabrooklynavengers,ronnyromanoimor,Ronny Romano,53,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,0.667,7.0,4.0
2015,2014-15,ASA New York,asabrooklynavengers,stevecuello6era,Steve Cuello,53,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,ASA New York,asabrooklynavengers,stevennunezzrrt,Steven Nunez,53,2.0,1.0,2.0,1.0,0.75,10.0,10.0,10.0,1.0,13.0,17.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,calebkunkel9gd1,Caleb Kunkel,60,0.0,0.0,0.0,0.0,,2.0,1.0,1.0,1.0,3.0,2.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,calebslaughtercicq,Caleb Slaughter,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,caseymcgourktwq7,Casey McGourk,60,0.0,0.0,0.0,0.0,,18.0,12.0,11.0,0.917,9.0,8.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,chrismcginnisfm0g,Chris McGinnis,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,colebruce7i96,Cole Bruce,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,colejanouseknpt2,Cole Janousek,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,coopermayhall64ab,Cooper Mayhall,60,12.0,6.0,4.0,0.0,1.0,45.0,37.0,25.0,0.676,38.0,43.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,damionfondren74xm,Damion Fondren,60,12.0,7.0,4.0,0.0,1.0,102.0,47.0,41.0,0.872,15.0,52.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,devintaylorz5nf,Devin Taylor,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,gunersellerszx4r,Guner Sellers,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,henryhoff2bni,Henry Hoff,60,1.0,0.0,1.0,0.0,1.0,6.0,8.0,7.0,0.875,6.0,3.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,huntercaudelletbkc,Hunter Caudelle,60,2.0,1.0,2.0,0.0,1.0,19.0,22.0,19.0,0.864,19.0,28.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,jacobbaxter0ibn,Jacob Baxter,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,jeremyammonsdw6o,Jeremy Ammons,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,joachimharrisonzlx7,Joachim Harrison,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,josephwatsonu0o1,Joseph Watson,60,0.0,0.0,1.0,0.0,1.0,16.0,12.0,10.0,0.833,7.0,7.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,jrvanallen2dwi,JR Van Allen,60,1.0,1.0,5.0,5.0,0.545,36.0,25.0,18.0,0.72,10.0,22.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,lukemiller95la,Luke Miller,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,lukewhitman2uq3,Luke Whitman,60,1.0,1.0,1.0,0.0,1.0,11.0,10.0,6.0,0.6,15.0,11.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,matthewmeeks0at4,Matthew Meeks,60,14.0,7.0,6.0,0.0,1.0,94.0,51.0,38.0,0.745,32.0,42.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,nickhigginbotham7owo,Nick Higginbotham,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,rickycarpenteruuzb,Ricky Carpenter,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,robbiepestoriusje67,Robbie Pestorius,60,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
