season,njcaa_season,team,team_id,player_id,player_name,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2018,2017-18,ASA Miami,asacollegemiami,alexrodriguez9qmp,Alex Rodriguez,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,2.0
2018,2017-18,ASA Miami,asacollegemiami,anthonyvazquezxone,Anthony Vazquez,57,10.0,4.0,4.0,0.0,1.0,76.0,44.0,35.0,0.795,24.0,46.0
2018,2017-18,ASA Miami,asacollegemiami,arieldiazex8g,Ariel Diaz,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,brandonpaez80pt,Brandon Paez,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,brandonvalentindyly,Brandon Valentin,57,0.0,2.0,2.0,0.0,1.0,24.0,26.0,24.0,0.923,25.0,24.0
2018,2017-18,ASA Miami,asacollegemiami,conorkellyu5uw,Conor Kelly,57,0.0,0.0,0.0,3.0,0.0,27.0,17.0,16.0,0.941,19.0,19.0
2018,2017-18,ASA Miami,asacollegemiami,ericknova4n3f,Erick Nova,57,0.0,1.0,0.0,1.0,0.5,7.0,10.0,8.0,0.8,19.0,19.0
2018,2017-18,ASA Miami,asacollegemiami,giannygalvezo741,Gianny Galvez,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,jefreyrodriguez3g8y,Jefrey Rodriguez,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,jiancarlosgarcia5xwx,Jiancarlos Garcia,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,jonathanreyesdiazv06e,Jonathan Reyes-Diaz,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,jorgediazihxj,Jorge Diaz,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,joseulloa8jo7,Jose Ulloa,57,0.0,2.0,1.0,0.0,1.0,22.0,14.0,11.0,0.786,5.0,18.0
2018,2017-18,ASA Miami,asacollegemiami,juliancendejasotso,Julian Cendejas,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,juliomontesz5u2,Julio Montes,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,justinworleydpea,Justin Worley,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,kennethmorenocostarpuf,Kenneth Moreno-Costa,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,leudenypineda6kce,Leudeny Pineda,57,10.0,2.0,4.0,0.0,1.0,52.0,36.0,31.0,0.861,41.0,44.0
2018,2017-18,ASA Miami,asacollegemiami,luischavez7rw0,Luis Chavez,57,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2018,2017-18,ASA Miami,asacollegemiami,mariolopez4s9g,Mario Lopez,57,10.0,5.0,4.0,1.0,0.9,68.0,36.0,30.0,0.833,9.0,48.0
2018,2017-18,ASA Miami,asacollegemiami,merfyandreww8gy,Merfy Andrew,57,2.0,1.0,2.0,0.0,1.0,10.0,22.0,20.0,0.909,31.0,23.0
