season,njcaa_season,team,team_id,player_id,player_name,G,TC,PO,A,E,FPCT,DP,SBA,RCS,RCS_PCT,PB,CI
2019,2018-19,ASA Miami,asacollegemiami,adrianperezkcdf,Adrian Perez,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,alejandrovazquezsoze,Alejandro Vazquez,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,andresmoreno7gyk,Andres Moreno,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,aneurisyaelsalaspenadkx6,Aneuris Yael Salas-Pena,48,1.0,1.0,1.0,0.0,1.0,11.0,12.0,10.0,0.833,18.0,23.0
2019,2018-19,ASA Miami,asacollegemiami,briangarciahsdo,Brian Garcia,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,brianherreranhxi,Brian Herrera,48,0.0,0.0,0.0,0.0,,2.0,2.0,2.0,1.0,4.0,3.0
2019,2018-19,ASA Miami,asacollegemiami,cheynbartelszkyb,Cheyn Bartels,48,0.0,0.0,0.0,0.0,,4.0,1.0,0.0,0.0,1.0,2.0
2019,2018-19,ASA Miami,asacollegemiami,eduardocastilloek14,Eduardo Castillo,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,enzoevangelistazls0,Enzo Evangelista,48,0.0,3.0,2.0,0.0,1.0,24.0,22.0,20.0,0.909,16.0,31.0
2019,2018-19,ASA Miami,asacollegemiami,ericknova6pez,Erick Nova,48,1.0,0.0,2.0,0.0,1.0,18.0,20.0,16.0,0.8,37.0,30.0
2019,2018-19,ASA Miami,asacollegemiami,giannygalvez2i39,Gianny Galvez,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,jakechaykint5cy,Jake Chaykin,48,0.0,0.0,0.0,0.0,,16.0,21.0,11.0,0.524,17.0,9.0
2019,2018-19,ASA Miami,asacollegemiami,jefreyrodriguez2xgc,Jefrey Rodriguez,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,johnkenneywlrb,John Kenney,48,0.0,3.0,3.0,0.0,1.0,53.0,39.0,30.0,0.769,17.0,30.0
2019,2018-19,ASA Miami,asacollegemiami,jorgesabiox23n,Jorge Sabio,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,joseulloakdcg,Jose Ulloa,48,0.0,0.0,3.0,1.0,0.75,26.0,23.0,19.0,0.826,29.0,35.0
2019,2018-19,ASA Miami,asacollegemiami,juanmarulandawkzz,Juan Marulanda,48,1.0,1.0,3.0,0.0,1.0,39.0,37.0,32.0,0.865,34.0,26.0
2019,2018-19,ASA Miami,asacollegemiami,juanraulhernandez8m4k,Juan Raul Hernandez,48,1.0,2.0,3.0,0.0,1.0,41.0,35.0,31.0,0.886,33.0,24.0
2019,2018-19,ASA Miami,asacollegemiami,juliancendejasdfjp,Julian Cendejas,48,0.0,4.0,2.0,0.0,1.0,33.0,24.0,19.0,0.792,20.0,32.0
2019,2018-19,ASA Miami,asacollegemiami,larryrodriguezwjby,Larry Rodriguez,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,merfyandrew6ku8,Merfy Andrew,48,0.0,0.0,1.0,1.0,0.5,4.0,9.0,9.0,1.0,24.0,23.0
2019,2018-19,ASA Miami,asacollegemiami,oscarvargas8l0h,Oscar Vargas,48,0.0,2.0,1.0,0.0,1.0,28.0,37.0,24.0,0.649,17.0,21.0
2019,2018-19,ASA Miami,asacollegemiami,penielsabinof1tl,Peniel Sabino,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,robertleivanyul,Robert Leiva,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA Miami,asacollegemiami,wilfranhernandezj0ke,Wilfran Hernandez,48,0.0,1.0,1.0,0.0,1.0,9.0,9.0,9.0,1.0,10.0,17.0
2019,2018-19,ASA Miami,asacollegemiami,yusnielaguilar4w2j,Yusniel Aguilar,48,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0
2019,2018-19,ASA New York,asabrooklynavengers,alexissaldana5l68,Alexis Saldana,38,6.0,3.0,2.0,0.0,1.0,25.0,14.0,10.0,0.714,15.0,33.0
2019,2018-19,ASA New York,asabrooklynavengers,ashelgenaoqi16,Ashel Genao,38,1.0,1.0,2.0,0.0,1.0,11.0,19.0,15.0,0.789,13.0,13.0
