season,njcaa_season,team,team_id,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2021,2020-21,ASA Miami,asacollegemiami,5.0,0.0,5.0,0.0,35.8,49.0,64.0,54.0,50.0,32.0,5.0,0.0,13.575,45.0,2.765,12.318,1.257,12.57,8.045,0.64,16.089
2021,2020-21,Abraham Baldwin,abrahambaldwinagriculturalcollege,48.0,19.0,28.0,4.0,333.7,420.0,306.0,218.0,187.0,276.0,39.0,0.404,5.88,104.0,1.819,11.328,1.052,5.043,7.444,1.476,8.253
2021,2020-21,Allegany Maryland,alleganycollegeofmaryland,19.0,23.0,20.0,8.0,267.7,412.0,379.0,331.0,250.0,267.0,47.0,0.535,11.128,55.0,2.473,13.851,1.58,8.405,8.976,1.068,12.742
2021,2020-21,Allen County,allencountycommunitycollege,51.0,32.0,18.0,11.0,339.9,403.0,311.0,254.0,189.0,428.0,50.0,0.64,6.726,91.0,1.742,10.671,1.324,5.004,11.333,2.265,8.235
2021,2020-21,Alvin,alvincommunitycollege,52.0,28.0,22.0,10.0,373.3,358.0,223.0,181.0,192.0,443.0,31.0,0.56,4.364,140.0,1.473,8.631,0.747,4.629,10.68,2.307,5.376
2021,2020-21,Andrew,andrewcollege,61.0,35.0,25.0,11.0,435.5,566.0,417.0,297.0,208.0,402.0,72.0,0.583,6.138,100.0,1.777,11.697,1.488,4.299,8.308,1.933,8.618
2021,2020-21,Anne Arundel,annearundelcommunitycollege,33.0,9.0,23.0,3.0,211.3,293.0,258.0,183.0,132.0,186.0,25.0,0.281,7.795,78.0,2.011,12.48,1.065,5.622,7.922,1.409,10.989
2021,2020-21,Anoka-Ramsey,anokaramseycommunitycollege,33.0,13.0,21.0,3.0,218.3,290.0,228.0,168.0,128.0,201.0,28.0,0.382,6.926,88.0,1.915,11.956,1.154,5.277,8.287,1.57,9.4
2021,2020-21,Arizona Western,arizonawesterncollege,48.0,33.0,15.0,8.0,354.3,393.0,241.0,199.0,114.0,374.0,35.0,0.688,5.055,121.0,1.431,9.983,0.889,2.896,9.5,3.281,6.122
2021,2020-21,Atlantic Cape,atlanticcapecommunitycollege,26.0,11.0,10.0,3.0,180.0,222.0,172.0,111.0,106.0,178.0,1.0,0.524,5.55,110.0,1.822,11.1,0.05,5.3,8.9,1.679,8.6
2021,2020-21,Barton,bartoncommunitycollege,52.0,34.0,18.0,10.0,364.3,387.0,262.0,195.0,152.0,449.0,47.0,0.654,4.817,127.0,1.48,9.561,1.161,3.755,11.093,2.954,6.473
2021,2020-21,Baton Rouge,batonrougecommunitycollege,53.0,27.0,24.0,2.0,365.9,442.0,316.0,261.0,195.0,359.0,53.0,0.529,6.42,95.0,1.741,10.872,1.304,4.796,8.83,1.841,7.773
2021,2020-21,Bay College,baycollege,37.0,3.0,30.0,2.0,207.5,365.0,399.0,285.0,190.0,213.0,27.0,0.091,12.361,49.0,2.675,15.831,1.171,8.241,9.239,1.121,17.306
2021,2020-21,Bergen,bergencommunitycollege,17.0,6.0,10.0,1.0,109.0,123.0,100.0,78.0,91.0,158.0,7.0,0.375,6.44,95.0,1.963,10.156,0.578,7.514,13.046,1.736,8.257
2021,2020-21,Bishop State,bishopstatecommunitycollege,43.0,20.0,23.0,3.0,280.0,299.0,212.0,139.0,132.0,233.0,8.0,0.465,4.468,137.0,1.539,9.611,0.257,4.243,7.489,1.765,6.814
2021,2020-21,Bismarck State,bismarckstatecollege,1.0,27.0,10.0,8.0,236.4,248.0,188.0,163.0,111.0,272.0,27.0,0.73,6.206,99.0,1.519,9.442,1.028,4.226,10.355,2.45,7.157
2021,2020-21,Black Hawk-Moline,blackhawkcollegemoline,57.0,44.0,13.0,12.0,364.2,363.0,263.0,214.0,205.0,429.0,37.0,0.772,5.288,116.0,1.56,8.97,0.914,5.066,10.601,2.093,6.499
2021,2020-21,Blinn,blinncollege,44.0,22.0,22.0,9.0,316.4,329.0,226.0,178.0,212.0,423.0,32.0,0.5,5.063,121.0,1.71,9.358,0.91,6.03,12.032,1.995,6.429
2021,2020-21,Bossier Parish,bossierparishcommunitycollege,45.0,23.0,22.0,8.0,291.5,350.0,315.0,247.0,225.0,378.0,47.0,0.511,7.626,80.0,1.973,10.806,1.451,6.947,11.671,1.68,9.726
2021,2020-21,Brookdale,brookdalecommunitycollege,24.0,15.0,8.0,4.0,159.8,202.0,153.0,118.0,88.0,146.0,22.0,0.652,6.646,92.0,1.815,11.377,1.239,4.956,8.223,1.659,8.617
2021,2020-21,Brunswick,brunswickcommunitycollege,45.0,35.0,12.0,7.0,339.3,329.0,241.0,192.0,200.0,352.0,27.0,0.745,5.093,120.0,1.559,8.727,0.716,5.305,9.337,1.76,6.393
2021,2020-21,Bryant & Stratton (Ohio),bryantstrattonohio,32.0,22.0,9.0,5.0,219.3,215.0,157.0,114.0,147.0,289.0,22.0,0.71,4.679,131.0,1.651,8.824,0.903,6.033,11.86,1.966,6.443
2021,2020-21,Bryant & Stratton (VA),bryantstrattoncollegeva,43.0,19.0,23.0,6.0,288.2,372.0,318.0,269.0,264.0,332.0,43.0,0.452,8.4,73.0,2.207,11.617,1.343,8.244,10.368,1.258,9.931
2021,2020-21,Bryant & Stratton College (WI),bryantstrattoncollegewi,46.0,18.0,21.0,3.0,295.0,364.0,293.0,224.0,204.0,306.0,19.0,0.462,6.834,89.0,1.925,11.105,0.58,6.224,9.336,1.5,8.939
2021,2020-21,Butler,butlercommunitycollegeks,52.0,37.0,16.0,8.0,375.9,471.0,345.0,291.0,190.0,418.0,83.0,0.698,6.967,88.0,1.758,11.277,1.987,4.549,10.008,2.2,8.26
2021,2020-21,CCBC Catonsville,ccbccatonsville,36.0,20.0,17.0,7.0,240.0,356.0,294.0,252.0,167.0,191.0,32.0,0.541,9.45,65.0,2.179,13.35,1.2,6.262,7.162,1.144,11.025
2021,2020-21,CCBC Dundalk,ccbcdundalk,30.0,6.0,24.0,0.0,189.8,249.0,242.0,204.0,175.0,180.0,28.0,0.2,9.673,63.0,2.234,11.807,1.328,8.298,8.535,1.029,11.475
2021,2020-21,CCBC Essex,ccbcessex,37.0,18.0,18.0,3.0,232.8,277.0,227.0,174.0,146.0,258.0,12.0,0.5,6.727,91.0,1.817,10.709,0.464,5.644,9.974,1.767,8.776
2021,2020-21,Caldwell Tech,caldwellcommunitycollegetechnicali,24.0,23.0,9.0,0.0,248.8,238.0,196.0,154.0,150.0,314.0,3.0,0.719,5.571,110.0,1.559,8.609,0.109,5.426,11.359,2.093,7.09
2021,2020-21,Calhoun,calhouncommunitycollege,36.0,11.0,25.0,4.0,247.9,273.0,236.0,169.0,183.0,297.0,7.0,0.306,6.136,100.0,1.839,9.911,0.254,6.644,10.783,1.623,8.568
2021,2020-21,Camden County,camdencountycollege,17.0,4.0,9.0,0.0,158.6,217.0,217.0,154.0,98.0,158.0,14.0,0.308,8.739,70.0,1.986,12.314,0.794,5.561,8.966,1.612,12.314
