season,njcaa_season,team,team_id,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2014,2013-14,ASA New York,asabrooklynavengers,45.0,28.0,17.0,5.0,319.7,304.0,199.0,120.0,119.0,302.0,9.0,0.622,3.378,134.0,1.323,8.558,0.253,3.35,8.502,2.538,5.602
2014,2013-14,Abraham Baldwin,abrahambaldwinagriculturalcollege,50.0,21.0,26.0,1.0,362.0,458.0,312.0,249.0,173.0,296.0,17.0,0.447,6.191,73.0,1.743,11.387,0.423,4.301,7.359,1.711,7.757
2014,2013-14,Allegany Maryland,alleganycollegeofmaryland,21.0,19.0,22.0,3.0,259.3,290.0,217.0,145.0,147.0,227.0,7.0,0.463,5.033,90.0,1.685,10.066,0.243,5.102,7.879,1.544,7.532
2014,2013-14,Allegheny County-South,ccofalleghenycountysouth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2014,2013-14,Allen County,allencountycommunitycollege,5.0,0.0,5.0,1.0,39.3,95.0,50.0,31.0,30.0,35.0,1.0,0.0,7.099,64.0,3.181,21.756,0.229,6.87,8.015,1.167,11.45
2014,2013-14,Alvin,alvincommunitycollege,15.0,24.0,8.0,1.0,262.0,227.0,86.0,53.0,59.0,190.0,4.0,0.75,1.821,249.0,1.092,7.798,0.137,2.027,6.527,3.22,2.954
2014,2013-14,Andrew,andrewcollege,49.0,10.0,37.0,1.0,341.4,488.0,351.0,299.0,201.0,173.0,10.0,0.213,7.882,58.0,2.018,12.865,0.264,5.299,4.561,0.861,9.253
2014,2013-14,Angelina,angelinacollege,43.0,21.0,19.0,3.0,319.2,347.0,183.0,139.0,113.0,239.0,0.0,0.525,3.919,116.0,1.441,9.784,0.0,3.186,6.739,2.115,5.16
2014,2013-14,Anne Arundel,annearundelcommunitycollege,30.0,14.0,16.0,2.0,227.9,244.0,151.0,64.0,110.0,187.0,2.0,0.467,2.527,180.0,1.553,9.636,0.079,4.344,7.385,1.7,5.963
2014,2013-14,Anoka-Ramsey,anokaramseycommunitycollege,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,
2014,2013-14,Arizona Western,arizonawesterncollege,8.0,28.0,22.0,9.0,415.4,401.0,236.0,179.0,174.0,299.0,17.0,0.56,3.878,117.0,1.384,8.688,0.368,3.77,6.478,1.718,5.113
2014,2013-14,Arkansas Baptist,arkansasbaptistcollege,11.0,5.0,5.0,0.0,86.8,105.0,66.0,56.0,50.0,66.0,3.0,0.5,5.806,78.0,1.786,10.887,0.311,5.184,6.843,1.32,6.843
2014,2013-14,Atlantic Cape,atlanticcapecommunitycollege,5.0,4.0,4.0,0.0,141.4,211.0,156.0,56.0,71.0,123.0,9.0,0.5,3.564,127.0,1.994,13.43,0.573,4.519,7.829,1.732,9.929
2014,2013-14,Barton,bartoncommunitycollege,58.0,32.0,25.0,6.0,402.4,500.0,356.0,245.0,207.0,347.0,32.0,0.561,5.48,83.0,1.757,11.183,0.716,4.63,7.761,1.676,7.962
