season,njcaa_season,team,team_id,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2020,2019-20,ASA Miami,asacollegemiami,26.0,14.0,11.0,4.0,191.2,197.0,123.0,93.0,107.0,203.0,5.0,0.56,4.378,116.0,1.59,9.273,0.235,5.037,9.555,1.897,5.79
2020,2019-20,ASA New York,asabrooklynavengers,11.0,4.0,6.0,1.0,47.6,38.0,43.0,32.0,41.0,63.0,2.0,0.4,6.05,84.0,1.66,7.185,0.378,7.752,11.912,1.537,8.13
2020,2019-20,Abraham Baldwin,abrahambaldwinagriculturalcollege,22.0,10.0,9.0,2.0,146.5,180.0,133.0,97.0,98.0,152.0,15.0,0.526,5.959,85.0,1.898,11.058,0.922,6.02,9.338,1.551,8.171
2020,2019-20,Allegany Maryland,alleganycollegeofmaryland,7.0,7.0,7.0,2.0,92.2,99.0,90.0,73.0,72.0,108.0,5.0,0.5,7.126,71.0,1.855,9.664,0.488,7.028,10.542,1.5,8.785
2020,2019-20,Allen County,allencountycommunitycollege,0.0,8.0,8.0,1.0,107.10000000000001,166.0,140.0,105.0,69.0,133.0,16.0,0.5,8.824,58.0,2.194,13.95,1.345,5.798,11.176,1.928,11.765
2020,2019-20,Alvin,alvincommunitycollege,2.0,7.0,5.0,2.0,175.1,177.0,125.0,86.0,105.0,221.0,3.0,0.583,4.42,115.0,1.611,9.098,0.154,5.397,11.359,2.105,6.425
2020,2019-20,Andrew,andrewcollege,27.0,17.0,10.0,3.0,185.7,195.0,133.0,89.0,90.0,175.0,14.0,0.63,4.313,118.0,1.535,9.451,0.679,4.362,8.481,1.944,6.446
2020,2019-20,Angelina,angelinacollege,2.0,6.0,9.0,0.0,129.6,133.0,95.0,63.0,61.0,150.0,1.0,0.4,4.375,116.0,1.497,9.236,0.069,4.236,10.417,2.459,6.597
2020,2019-20,Anne Arundel,annearundelcommunitycollege,7.0,6.0,7.0,1.0,84.2,95.0,104.0,79.0,83.0,76.0,8.0,0.462,8.444,60.0,2.114,10.154,0.855,8.872,8.124,0.916,11.116
2020,2019-20,Anoka-Ramsey,anokaramseycommunitycollege,2.0,0.0,2.0,0.0,12.3,13.0,11.0,4.0,9.0,11.0,1.0,0.0,2.927,174.0,1.789,9.512,0.732,6.585,8.049,1.222,8.049
2020,2019-20,Arizona Western,arizonawesterncollege,27.0,17.0,10.0,5.0,199.8,178.0,114.0,82.0,81.0,209.0,8.0,0.63,3.694,138.0,1.296,8.018,0.36,3.649,9.414,2.58,5.135
2020,2019-20,Atlantic Cape,atlanticcapecommunitycollege,4.0,0.0,3.0,0.0,26.6,50.0,47.0,26.0,11.0,20.0,1.0,0.0,8.797,58.0,2.293,16.917,0.338,3.722,6.767,1.818,15.902
2020,2019-20,Barton,bartoncommunitycollege,22.0,19.0,3.0,4.0,148.9,110.0,75.0,60.0,68.0,191.0,14.0,0.864,3.627,140.0,1.195,6.649,0.846,4.11,11.545,2.809,4.533
2020,2019-20,Baton Rouge,batonrougecommunitycollege,31.0,12.0,12.0,1.0,212.7,291.0,236.0,173.0,146.0,194.0,15.0,0.5,7.32,70.0,2.055,12.313,0.635,6.178,8.209,1.329,9.986
2020,2019-20,Bay College,baycollege,12.0,4.0,8.0,1.0,85.6,135.0,126.0,98.0,58.0,90.0,3.0,0.333,10.304,49.0,2.255,14.194,0.315,6.098,9.463,1.552,13.248
2020,2019-20,Bergen,bergencommunitycollege,9.0,1.0,6.0,1.0,59.8,56.0,72.0,48.0,63.0,94.0,5.0,0.143,7.224,70.0,1.99,8.428,0.753,9.482,14.147,1.492,10.836
2020,2019-20,Bevill State,bevillstatecommunitycollege,12.0,5.0,1.0,1.0,90.1,94.0,76.0,60.0,56.0,75.0,8.0,0.833,5.993,85.0,1.665,9.39,0.799,5.594,7.492,1.339,7.592
