season,njcaa_season,team,team_id,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2013,2012-13,ASA New York,asabrooklynavengers,44.0,34.0,10.0,11.0,316.2,289.0,194.0,128.0,191.0,307.0,7.0,0.773,3.643,120.0,1.518,8.226,0.199,5.436,8.738,1.607,5.522
2013,2012-13,Abraham Baldwin,abrahambaldwinagriculturalcollege,40.0,14.0,27.0,6.0,330.6,399.0,290.0,220.0,0.0,210.0,294.0,0.341,5.989,73.0,1.207,10.862,8.004,0.0,5.717,,7.895
2013,2012-13,Alfred State College,alfredstatecollege,48.0,14.0,21.0,1.0,305.2,397.0,303.0,211.0,186.0,197.0,11.0,0.4,6.222,70.0,1.91,11.707,0.324,5.485,5.809,1.059,8.935
2013,2012-13,Allegany Maryland,alleganycollegeofmaryland,48.0,22.0,25.0,3.0,295.2,362.0,269.0,166.0,205.0,262.0,2.0,0.468,5.061,87.0,1.921,11.037,0.061,6.25,7.988,1.278,8.201
2013,2012-13,Allegheny County-Boyce,ccofalleghenycountyboyce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2013,2012-13,Allegheny County-South,ccofalleghenycountysouth,24.0,9.0,12.0,1.0,126.1,177.0,136.0,102.0,49.0,71.0,4.0,0.429,7.28,60.0,1.792,12.633,0.285,3.497,5.067,1.449,9.707
2013,2012-13,Allen County,allencountycommunitycollege,7.0,8.0,27.0,0.0,250.3,291.0,253.0,223.0,233.95,158.0,103.0,0.229,8.018,55.0,2.097,10.463,3.704,8.412,5.681,0.675,9.097
2013,2012-13,Alvin,alvincommunitycollege,15.0,6.0,7.0,2.0,83.5,107.0,75.0,62.0,38.0,72.0,9.0,0.462,6.683,66.0,1.737,11.533,0.97,4.096,7.76,1.895,8.084
2013,2012-13,Andrew,andrewcollege,48.0,20.0,25.0,2.0,392.6,498.0,301.0,223.0,156.0,278.0,7.0,0.444,5.112,86.0,1.666,11.416,0.16,3.576,6.373,1.782,6.9
2013,2012-13,Angelina,angelinacollege,31.0,10.0,16.0,2.0,215.5,249.0,171.0,117.0,118.0,155.0,0.0,0.385,4.886,90.0,1.703,10.399,0.0,4.928,6.473,1.314,7.142
2013,2012-13,Anne Arundel,annearundelcommunitycollege,39.0,10.0,19.0,0.0,239.8,322.0,246.0,182.0,169.0,174.0,6.0,0.345,6.831,64.0,2.048,12.085,0.225,6.343,6.53,1.03,9.233
2013,2012-13,Arizona Western,arizonawesterncollege,16.0,31.0,24.0,10.0,416.2,443.0,192.0,160.0,124.0,242.0,4.0,0.564,3.46,127.0,1.362,9.58,0.086,2.681,5.233,1.952,4.152
2013,2012-13,Arkansas Baptist,arkansasbaptistcollege,50.0,24.0,25.0,5.0,316.1,385.0,291.0,222.0,181.0,294.0,16.0,0.49,6.321,69.0,1.791,10.962,0.456,5.153,8.371,1.624,8.285
