season,njcaa_season,team,team_id,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2022,2021-22,ASA Miami,asacollegemiami,34.0,9.0,24.0,0.0,304.5,447.0,322.0,275.0,188.0,326.0,24.0,0.273,8.128,74.0,2.085,13.212,0.709,5.557,9.635,1.734,9.517
2022,2021-22,ASA New York,asabrooklynavengers,31.0,13.0,17.0,6.0,202.6,213.0,203.0,137.0,150.0,238.0,11.0,0.433,6.086,99.0,1.792,9.462,0.489,6.663,10.573,1.587,9.018
2022,2021-22,Abraham Baldwin,abrahambaldwinagriculturalcollege,56.0,30.0,25.0,12.0,393.5,477.0,410.0,322.0,231.0,377.0,47.0,0.545,7.365,81.0,1.799,10.91,1.075,5.283,8.623,1.632,9.377
2022,2021-22,Allegany Maryland,alleganycollegeofmaryland,27.0,27.0,17.0,2.0,290.6,341.0,271.0,222.0,182.0,309.0,32.0,0.614,6.875,87.0,1.8,10.561,0.991,5.637,9.57,1.698,8.393
2022,2021-22,Allen County,allencountycommunitycollege,22.0,24.0,26.0,6.0,339.9,371.0,296.0,247.0,203.0,384.0,31.0,0.48,6.54,92.0,1.689,9.823,0.821,5.375,10.168,1.892,7.838
2022,2021-22,Alvin,alvincommunitycollege,51.0,28.0,21.0,7.0,389.1,421.0,287.0,229.0,264.0,393.0,31.0,0.571,5.297,113.0,1.76,9.738,0.717,6.106,9.09,1.489,6.638
2022,2021-22,Andrew,andrewcollege,54.0,24.0,30.0,8.0,355.5,440.0,380.0,295.0,220.0,327.0,51.0,0.444,7.468,80.0,1.857,11.139,1.291,5.57,8.278,1.486,9.62
2022,2021-22,Angelina,angelinacollege,54.0,24.0,29.0,7.0,388.7,502.0,382.0,283.0,237.0,412.0,37.0,0.453,6.553,92.0,1.901,11.623,0.857,5.488,9.539,1.738,8.845
2022,2021-22,Anne Arundel,annearundelcommunitycollege,48.0,10.0,37.0,4.0,277.4,441.0,424.0,321.0,229.0,233.0,34.0,0.213,10.415,58.0,2.415,14.308,1.103,7.43,7.559,1.017,13.756
2022,2021-22,Anoka-Ramsey,anokaramseycommunitycollege,19.0,5.0,23.0,0.0,160.9,291.0,257.0,182.0,97.0,120.0,16.0,0.179,10.18,59.0,2.411,16.277,0.895,5.426,6.712,1.237,14.375
2022,2021-22,Arizona Western,arizonawesterncollege,59.0,44.0,15.0,8.0,391.6,393.0,222.0,192.0,149.0,458.0,34.0,0.746,4.413,136.0,1.384,9.032,0.781,3.424,10.526,3.074,5.102
2022,2021-22,Atlantic Cape,atlanticcapecommunitycollege,33.0,12.0,21.0,2.0,222.6,269.0,263.0,207.0,198.0,209.0,17.0,0.364,8.369,72.0,2.098,10.876,0.687,8.005,8.45,1.056,10.633
2022,2021-22,Barton,bartoncommunitycollege,59.0,41.0,18.0,9.0,415.5,453.0,304.0,247.0,203.0,461.0,53.0,0.695,5.35,112.0,1.579,9.812,1.148,4.397,9.986,2.271,6.585
2022,2021-22,Baton Rouge,batonrougecommunitycollege,57.0,27.0,29.0,5.0,413.0,516.0,371.0,306.0,247.0,399.0,41.0,0.482,6.668,90.0,1.847,11.245,0.893,5.383,8.695,1.615,8.085
2022,2021-22,Bay College,baycollege,36.0,7.0,29.0,3.0,205.0,328.0,316.0,227.0,147.0,216.0,18.0,0.194,9.966,60.0,2.317,14.4,0.79,6.454,9.483,1.469,13.873
2022,2021-22,Bergen,bergencommunitycollege,38.0,20.0,18.0,5.0,263.0,265.0,215.0,155.0,133.0,323.0,16.0,0.526,5.304,113.0,1.513,9.068,0.548,4.551,11.053,2.429,7.357
2022,2021-22,Bevill State,bevillstatecommunitycollege,50.0,19.0,31.0,5.0,321.5,374.0,318.0,240.0,169.0,240.0,2.0,0.38,6.719,89.0,1.689,10.47,0.056,4.731,6.719,1.42,8.902
2022,2021-22,Bishop State,bishopstatecommunitycollege,52.0,28.0,23.0,4.0,337.3,362.0,262.0,153.0,172.0,265.0,17.0,0.549,4.082,147.0,1.583,9.659,0.454,4.589,7.071,1.541,6.991
2022,2021-22,Bismarck State,bismarckstatecollege,30.0,36.0,8.0,4.0,268.2,230.0,164.0,130.0,119.0,356.0,20.0,0.818,4.362,138.0,1.301,7.718,0.671,3.993,11.946,2.992,5.503
2022,2021-22,Black Hawk-Moline,blackhawkcollegemoline,55.0,35.0,20.0,7.0,335.3,367.0,257.0,188.0,170.0,387.0,27.0,0.636,5.046,119.0,1.602,9.851,0.725,4.563,10.388,2.276,6.898
2022,2021-22,Blinn,blinncollege,49.0,15.0,34.0,7.0,322.9,449.0,345.0,292.0,217.0,295.0,49.0,0.306,8.139,74.0,2.063,12.515,1.366,6.048,8.222,1.359,9.616
2022,2021-22,Borough of Manhattan,boroughofmanhattancommunitycollege,20.0,0.0,19.0,0.0,77.60000000000001,253.0,366.0,293.0,172.0,69.0,14.0,0.0,33.982,18.0,5.477,29.343,1.624,19.948,8.003,0.401,42.448
2022,2021-22,Bossier Parish,bossierparishcommunitycollege,54.0,35.0,18.0,5.0,385.1,433.0,301.0,242.0,187.0,370.0,14.0,0.66,5.656,106.0,1.61,10.119,0.327,4.37,8.647,1.979,7.035
2022,2021-22,Bronx,bronxcommunitycollege,21.0,4.0,18.0,0.0,98.8,238.0,299.0,226.0,145.0,110.0,13.0,0.182,20.587,29.0,3.877,21.68,1.184,13.209,10.02,0.759,27.237
2022,2021-22,Brookdale,brookdalecommunitycollege,55.0,34.0,20.0,4.0,371.0,425.0,357.0,271.0,225.0,404.0,34.0,0.63,6.574,91.0,1.752,10.31,0.825,5.458,9.801,1.796,8.66
2022,2021-22,Brunswick,brunswickcommunitycollege,49.0,36.0,16.0,7.0,376.2,369.0,237.0,195.0,193.0,452.0,29.0,0.692,4.665,129.0,1.494,8.828,0.694,4.617,10.813,2.342,5.67
2022,2021-22,Bryant & Stratton (Ohio),bryantstrattonohio,42.0,30.0,14.0,3.0,298.0,304.0,218.0,177.0,183.0,330.0,25.0,0.682,5.346,112.0,1.634,9.181,0.755,5.527,9.966,1.803,6.584
2022,2021-22,Bryant & Stratton (VA),bryantstrattoncollegeva,54.0,27.0,26.0,6.0,396.5,411.0,334.0,267.0,294.0,502.0,37.0,0.509,6.061,99.0,1.778,9.329,0.84,6.673,11.395,1.707,7.581
