season,njcaa_season,team,team_id,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2015,2014-15,ASA New York,asabrooklynavengers,41.0,29.0,12.0,6.0,282.5,254.0,171.0,100.0,144.0,305.0,8.0,0.707,3.186,149.0,1.409,8.092,0.255,4.588,9.717,2.118,5.448
2015,2014-15,Abraham Baldwin,abrahambaldwinagriculturalcollege,57.0,27.0,28.0,6.0,391.9,468.0,275.0,216.0,179.0,267.0,9.0,0.491,4.96,96.0,1.651,10.748,0.207,4.111,6.132,1.492,6.315
2015,2014-15,Allegany Maryland,alleganycollegeofmaryland,41.0,24.0,20.0,5.0,275.4,411.0,307.0,251.0,188.0,218.0,29.0,0.545,8.203,58.0,2.175,13.431,0.948,6.144,7.124,1.16,10.033
2015,2014-15,Allegheny County-Boyce,ccofalleghenycountyboyce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2015,2014-15,Allegheny County-South,ccofalleghenycountysouth,2.0,6.0,10.0,2.0,126.6,174.0,172.0,126.0,124.0,90.0,3.0,0.375,8.957,53.0,2.354,12.37,0.213,8.815,6.398,0.726,12.227
2015,2014-15,Allen County,allencountycommunitycollege,4.0,14.0,27.0,1.0,303.0,434.0,376.0,246.0,219.0,182.0,29.0,0.341,7.307,65.0,2.155,12.891,0.861,6.505,5.406,0.831,11.168
2015,2014-15,Alvin,alvincommunitycollege,12.0,37.0,13.0,11.0,405.9,391.0,219.0,150.0,163.0,359.0,24.0,0.74,3.326,143.0,1.365,8.67,0.532,3.614,7.96,2.202,4.856
2015,2014-15,Andrew,andrewcollege,52.0,23.0,29.0,12.0,372.4,405.0,239.0,175.0,172.0,284.0,2.0,0.442,4.229,113.0,1.549,9.788,0.048,4.157,6.864,1.651,5.776
2015,2014-15,Angelina,angelinacollege,51.0,21.0,28.0,4.0,373.2,424.0,259.0,213.0,145.0,241.0,1.0,0.429,5.137,93.0,1.525,10.225,0.024,3.497,5.812,1.662,6.246
2015,2014-15,Anne Arundel,annearundelcommunitycollege,44.0,13.0,31.0,2.0,294.9,382.0,288.0,221.0,154.0,221.0,13.0,0.295,6.745,71.0,1.818,11.658,0.397,4.7,6.745,1.435,8.789
2015,2014-15,Anoka-Ramsey,anokaramseycommunitycollege,1.0,0.0,1.0,0.0,5.1,5.0,6.0,6.0,9.0,1.0,0.0,0.0,10.588,45.0,2.745,8.824,0.0,15.882,1.765,0.111,10.588
2015,2014-15,Arizona Western,arizonawesterncollege,54.0,32.0,21.0,8.0,390.9,429.0,258.0,203.0,174.0,380.0,25.0,0.604,4.674,102.0,1.543,9.877,0.576,4.006,8.749,2.184,5.94
2015,2014-15,Arkansas Baptist,arkansasbaptistcollege,5.0,16.0,21.0,3.0,294.4,346.0,257.0,204.0,181.0,291.0,23.0,0.432,6.236,76.0,1.79,10.577,0.703,5.533,8.896,1.608,7.857
2015,2014-15,Atlantic Cape,atlanticcapecommunitycollege,1.0,7.0,12.0,0.0,131.8,156.0,125.0,77.0,67.0,102.0,0.0,0.368,5.258,90.0,1.692,10.653,0.0,4.575,6.965,1.522,8.536
2015,2014-15,Barton,bartoncommunitycollege,51.0,25.0,27.0,10.0,384.8,462.0,323.0,225.0,158.0,306.0,34.0,0.481,5.262,90.0,1.611,10.806,0.795,3.695,7.157,1.937,7.555
2015,2014-15,Baton Rouge,batonrougecommunitycollege,49.0,21.0,16.0,1.0,344.0,369.0,248.0,204.0,184.0,253.0,24.0,0.568,5.337,89.0,1.608,9.654,0.628,4.814,6.619,1.375,6.488
2015,2014-15,Bergen,bergencommunitycollege,12.0,22.0,13.0,3.0,255.5,296.0,189.0,141.0,145.0,235.0,8.0,0.629,4.967,96.0,1.726,10.427,0.282,5.108,8.278,1.621,6.658
2015,2014-15,Bishop State,bishopstatecommunitycollege,1.0,15.0,30.0,2.0,334.8,396.0,317.0,220.0,190.0,199.0,5.0,0.333,5.914,80.0,1.75,10.645,0.134,5.108,5.349,1.047,8.522
2015,2014-15,Bismarck State,bismarckstatecollege,44.0,20.0,24.0,0.0,276.3,403.0,316.0,217.0,158.0,150.0,19.0,0.455,7.068,67.0,2.03,13.127,0.619,5.147,4.886,0.949,10.293
2015,2014-15,Black Hawk-Moline,blackhawkcollegemoline,59.0,37.0,22.0,3.0,386.7,371.0,203.0,140.0,156.0,404.0,6.0,0.627,3.258,146.0,1.363,8.635,0.14,3.631,9.403,2.59,4.725
2015,2014-15,Blinn,blinncollege,53.0,28.0,26.0,5.0,415.9,487.0,265.0,213.0,173.0,348.0,32.0,0.519,4.609,103.0,1.587,10.539,0.692,3.744,7.531,2.012,5.735
2015,2014-15,Borough of Manhattan,boroughofmanhattancommunitycollege,26.0,2.0,24.0,0.0,139.3,249.0,350.0,298.0,224.0,89.0,16.0,0.077,19.253,25.0,3.396,16.088,1.034,14.472,5.75,0.397,22.613
2015,2014-15,Bossier Parish,bossierparishcommunitycollege,5.0,17.0,27.0,10.0,329.4,417.0,312.0,228.0,170.0,244.0,1.0,0.386,6.23,76.0,1.782,11.393,0.027,4.645,6.667,1.435,8.525
2015,2014-15,Bronx,bronxcommunitycollege,17.0,14.0,12.0,1.0,177.5,213.0,188.0,132.0,91.0,141.0,8.0,0.538,6.693,71.0,1.713,10.8,0.406,4.614,7.149,1.549,9.532
