date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Mar 30,home,Daytona State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Central Florida,collegeofcentralflorida,parkerseayjg5c,Parker Seay,8.0,win,,8.0,win,
Apr 3,home,Daytona State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Central Florida,collegeofcentralflorida,parkerseayjg5c,Parker Seay,8.0,win,,8.0,win,
Apr 6,home,University of Tampa JV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Central Florida,collegeofcentralflorida,parkerseayjg5c,Parker Seay,8.0,win,,8.0,win,
Apr 10,home,Pasco-Hernando State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Central Florida,collegeofcentralflorida,parkerseayjg5c,Parker Seay,8.0,win,,8.0,win,
Apr 11,home,Seminole State (FL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Central Florida,collegeofcentralflorida,parkerseayjg5c,Parker Seay,8.0,win,,8.0,win,
Apr 15,home,Santa Fe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Central Florida,collegeofcentralflorida,parkerseayjg5c,Parker Seay,8.0,win,,8.0,win,
Apr 18,home,St. Johns River State,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Central Florida,collegeofcentralflorida,parkerseayjg5c,Parker Seay,8.0,win,,8.0,win,
Apr 25,home,Mid Florida Conference Tournament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Central Florida,collegeofcentralflorida,parkerseayjg5c,Parker Seay,8.0,win,,8.0,win,
Feb 7,home,St. Johns River State,W,5-0,5.0,0.0,,,,4.0,1.0,2.0,,,,0.0,,1.0,,,,,,2.0,0.0,,,,,4.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,5.0,win,20200207_x8u2,5.0,win,20200207_x8u2
Feb 8,home,Gordon State,W,3-0,3.0,0.0,,,,2.0,1.0,0.0,,,,0.0,2.0,,1.0,,,,,0.0,0.0,,,,,4.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,3.0,win,20200208_t4a8,3.0,win,20200208_t4a8
Feb 9,home,Andrew,W,4-3,4.0,3.0,,,,3.0,1.0,0.0,,,,0.0,1.0,,,,,,,0.0,0.0,,,,,4.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,1.0,win,20200209_rnq8,1.0,win,20200209_rnq8
Feb 21,home,Shelton State,L,5-3,5.0,3.0,,,,3.0,0.0,0.0,,,,0.0,,2.0,,,,,,0.0,0.0,,,,,3.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,2.0,win,20200221_eswg,2.0,win,20200221_eswg
Feb 21,home,Wallace-Dothan,W,13-3,13.0,3.0,,,,0.0,2.0,0.0,,,,0.0,,,,,1.0,,,0.0,0.0,,,,,1.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,10.0,win,20200221_gsyy,10.0,win,20200221_gsyy
Feb 22,home,Shelton State,L,6-1,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,5.0,win,,5.0,win,
Feb 22,home,Shelton State,L,7-6,7.0,6.0,,,,0.0,1.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,1.0,win,20200222_pv6v,1.0,win,20200222_pv6v
Feb 26,home,Coastal Alabama - Bay Minette,W,6-5,6.0,5.0,,,,2.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,2.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,1.0,win,20200226_4xw7,1.0,win,20200226_4xw7
Feb 26,home,Coastal Alabama - Bay Minette,W,15-0,15.0,0.0,,,,1.0,1.0,1.0,,,,0.0,1.0,,1.0,,1.0,,,1.0,0.0,,,,,3.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,15.0,win,20200226_16ij,15.0,win,20200226_16ij
Mar 4,home,Grand Rapids,W,5-1,5.0,1.0,,,,3.0,0.0,0.0,,,,1.0,,,,,,,,0.0,0.0,,2.0,1.0,2.0,3.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,4.0,win,20200304_r07g,4.0,win,20200304_r07g
Mar 7,home,Black Hawk-Moline,W,3-2,3.0,2.0,,,,3.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,4.0,1.0,,,,,4.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,1.0,win,20200307_xwxh,1.0,win,20200307_xwxh
Mar 12,home,Andrew,W,7-3,7.0,3.0,,,,3.0,1.0,0.0,,,,0.0,,,,,1.0,,,0.0,0.0,,,,,4.0,2020,2019-20,div1,Gulf Coast State,gulfcoaststatecollege,reidhalfacrezv3a,Reid Halfacre,4.0,win,20200312_k08r,4.0,win,20200312_k08r
