date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Feb 27,home,Gordon State,W,10-5,10.0,5.0,5.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 5,home,Andrew,W,11-2,11.0,2.0,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 9,home,Wallace-Dothan,L,12-8,12.0,8.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 11,home,Marion Military,W,6-2,6.0,2.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 11,home,Marion Military,L,6-4,6.0,4.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 13,home,Marion Military,W,9-5,9.0,5.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 13,home,Marion Military,W,10-9,10.0,9.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 15,home,Point University JV,W,10-5,10.0,5.0,5.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 15,home,Point University JV,L,9-7,9.0,7.0,2.0,win,20210315_blz4,4.0,0.0,0.0,,,,0.0,,2.0,,,,,,0.0,0.0,,,,,4.0,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 19,home,Calhoun,L,5-2,5.0,2.0,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 19,home,Calhoun,W,12-1,12.0,1.0,11.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 20,home,Calhoun,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 20,home,Calhoun,L,10-8,10.0,8.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 23,home,Wallace-Dothan,L,10-2,10.0,2.0,8.0,win,20210323_vcq5,1.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,1.0,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 27,home,Bevill State,L,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 27,home,Bevill State,L,10-3,10.0,3.0,7.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 29,home,Bevill State,W,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 29,home,Bevill State,W,8-6,8.0,6.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 2,home,Shelton State,L,12-4,12.0,4.0,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 2,home,Shelton State,L,9-5,9.0,5.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 3,home,Shelton State,L,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 3,home,Shelton State,L,8-0,8.0,0.0,8.0,win,20210403_4a4n,1.0,0.0,1.0,,,,0.0,,,,,,,,1.0,0.0,,,,,1.0,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 6,home,Chattahoochee Valley,W,6-4,6.0,4.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 11,home,Southern Union State,L,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 11,home,Southern Union State,W,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 12,home,Southern Union State,L,7-2,7.0,2.0,5.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 12,home,Southern Union State,L,8-7,8.0,7.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 13,home,Chattahoochee Valley,L,17-5,17.0,5.0,12.0,win,20210413_1fxv,3.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,3.0,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 15,home,Snead State,L,7-3,7.0,3.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 15,home,Snead State,L,11-3,11.0,3.0,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 18,home,Snead State,W,20-6,20.0,6.0,14.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 18,home,Snead State,L,7-6,7.0,6.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 20,home,Chattahoochee Valley,L,14-5,14.0,5.0,9.0,win,20210420_coqj,4.0,0.0,0.0,,,,0.0,,2.0,,,,,,0.0,0.0,,,,,4.0,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 22,home,Lawson State,W,7-1,7.0,1.0,6.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 22,home,Lawson State,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 23,home,Lawson State,L,8-7,8.0,7.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 23,home,Lawson State,L,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 29,home,Wallace State,L,12-2,12.0,2.0,10.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Apr 29,home,Wallace State,L,2-0,2.0,0.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
May 1,home,Wallace State,L,11-5,11.0,5.0,6.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
May 1,home,Wallace State,L,7-0,7.0,0.0,7.0,win,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Central Alabama,centralalabamacommunitycollege,tylerevans5wd8,Tyler Evans,,,,,,
Mar 10,home,Garrett,W,13-1,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,12.0,win,,12.0,win,
Mar 10,home,Garrett,W,6-3,6.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,3.0,win,,3.0,win,
Mar 20,home,Christendom,W,12-4,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,8.0,win,,8.0,win,
Mar 20,home,Christendom,W,7-2,7.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,5.0,win,,5.0,win,
Mar 21,home,Scotland,W,10-0,10.0,0.0,,,,1.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,1.0,,,1.0,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,10.0,win,20210321_b14y,10.0,win,20210321_b14y
Mar 21,home,Scotland,W,20-0,20.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,20.0,win,,20.0,win,
Mar 23,home,Westmoreland,W,9-1,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,8.0,win,,8.0,win,
Mar 23,home,Westmoreland,W,11-10,11.0,10.0,,,,2.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,1.0,,,2.0,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,1.0,win,20210323_jo7l,1.0,win,20210323_jo7l
Mar 27,home,Scotland Prep,W,14-4,14.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,10.0,win,,10.0,win,
Mar 27,home,Scotland Prep,L,5-3,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,2.0,win,,2.0,win,
Apr 10,home,Harford,W,3-0,3.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,3.0,win,,3.0,win,
Apr 10,home,Harford,W,9-1,9.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,8.0,win,,8.0,win,
Apr 11,home,Shenandoah,W,17-3,17.0,3.0,,,,1.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,1.0,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,14.0,win,20210411_4b3a,14.0,win,20210411_4b3a
Apr 11,home,Shenandoah,W,19-2,19.0,2.0,,,,1.0,1.0,0.0,,,,0.0,1.0,,,,,,,0.0,0.0,,1.0,,,2.0,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,17.0,win,20210411_2jky,17.0,win,20210411_2jky
Apr 25,home,CCBC Catonsville,W,11-5,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,6.0,win,,6.0,win,
Apr 25,home,CCBC Catonsville,W,15-9,15.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,6.0,win,,6.0,win,
Apr 28,home,University of Charleston,W,4-3,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,1.0,win,,1.0,win,
Apr 29,home,Monroe College,W,16-15,16.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,1.0,win,,1.0,win,
May 2,home,Cecil,W,12-8,12.0,8.0,,,,1.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,1.0,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,4.0,win,20210502_ys3r,4.0,win,20210502_ys3r
May 2,home,Cecil,W,17-5,17.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,12.0,win,,12.0,win,
May 8,home,Hagerstown,W,14-9,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,5.0,win,,5.0,win,
May 8,home,Harford,L,13-10,13.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Potomac State,wvupotomacstatecollege,claymaholicroo1,Clay Maholic,3.0,win,,3.0,win,
Sep 6  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Sep 7  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Sep 12  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Sep 13  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Sep 19  #,home,Rocky Mountain High School,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Sep 26  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Sep 27  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Oct 3  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Oct 4  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Oct 10  #,home,Inter-squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Oct 11  #,home,Inter-squad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Oct 17  #,home,Intersquad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,,,,10.0,win,
Mar 1,home,Miles,L,13-11,13.0,11.0,,,,1.0,0.0,1.0,,,,1.0,,,,,,,,1.0,0.0,,,,,1.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,2.0,win,20210301_etcz,2.0,win,20210301_etcz
Mar 1,home,Miles,L,11-1,11.0,1.0,,,,2.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,2.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,10.0,win,20210301_6aie,10.0,win,20210301_6aie
Mar 2,home,Miles,W,13-6,13.0,6.0,,,,3.0,1.0,1.0,,,,0.0,1.0,,,,,,,1.0,0.0,,,,,4.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,7.0,win,20210302_lrdm,7.0,win,20210302_lrdm
Mar 2,home,Miles,W,12-4,12.0,4.0,,,,2.0,0.0,0.0,,,,1.0,1.0,1.0,,,,,1.0,0.0,0.0,,,,,4.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,8.0,win,20210302_k5s8,8.0,win,20210302_k5s8
Mar 9,home,Miles,L,15-8,15.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,7.0,win,,7.0,win,
Mar 9,home,Miles,L,14-0,14.0,0.0,,,,2.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,2.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,14.0,win,20210309_h9hb,14.0,win,20210309_h9hb
Mar 24,home,Northeastern,L,14-2,14.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,12.0,win,,12.0,win,
Mar 27,home,Trinidad State,W,10-8,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,2.0,win,,2.0,win,
Mar 27,home,Trinidad State,W,11-1,11.0,1.0,,,,3.0,1.0,2.0,,,,1.0,1.0,,1.0,,,,,2.0,0.0,,,,,4.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,10.0,win,20210327_z6by,10.0,win,20210327_z6by
Mar 28,home,Trinidad State,L,15-13,15.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,2.0,win,,2.0,win,
Mar 28,home,Trinidad State,L,11-10,11.0,10.0,,,,4.0,1.0,1.0,,,,0.0,,1.0,,,,,,1.0,0.0,,,,,4.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,1.0,win,20210328_at7p,1.0,win,20210328_at7p
Apr 10,home,McCook,L,13-12,13.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,1.0,win,,1.0,win,
Apr 10,home,McCook,L,10-6,10.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,4.0,win,,4.0,win,
Apr 11,home,McCook,W,11-1,11.0,1.0,,,,2.0,1.0,0.0,,,,0.0,,2.0,,,1.0,,,0.0,0.0,,,,,3.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,10.0,win,20210411_uf45,10.0,win,20210411_uf45
Apr 13,home,Northeastern,W,7-0,7.0,0.0,,,,3.0,1.0,1.0,1.0,,,0.0,,1.0,,,,,,2.0,1.0,,,,,3.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,7.0,win,20210413_avu4,7.0,win,20210413_avu4
Apr 13,home,Northeastern,W,13-3,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,10.0,win,,10.0,win,
Apr 24,home,Southeast,L,8-5,8.0,5.0,,,,1.0,2.0,0.0,,,,0.0,1.0,,,,1.0,,,0.0,0.0,,,,,3.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,3.0,win,20210424_nvp0,3.0,win,20210424_nvp0
Apr 24,home,Southeast,L,15-11,15.0,11.0,,,,4.0,1.0,1.0,,,,0.0,1.0,2.0,,,,,,1.0,0.0,,,,,5.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,4.0,win,20210424_hknm,4.0,win,20210424_hknm
Apr 25,home,Southeast,L,10-7,10.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,3.0,win,,3.0,win,
Apr 25,home,Southeast,L,14-8,14.0,8.0,,,,4.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,4.0,2021,2020-21,div1,Western Nebraska,westernnebraskacommunitycollege,quinnmccaffertyn1rb,Quinn McCafferty,6.0,win,20210425_ns0y,6.0,win,20210425_ns0y
Feb 6,home,Scoutz USA,L,2-1,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,USC Union,uscunion,briceclackiaqe,Brice Clack,1.0,win,,1.0,win,
Feb 6,home,Scoutz USA,W,9-5,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,USC Union,uscunion,briceclackiaqe,Brice Clack,4.0,win,,4.0,win,
