date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff,game_win_loss,game_id
Apr 11,home,Laredo,L,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Wharton County,whartoncountyjuniorcollege,jorgegonzalezfajn,Jorge Gonzalez,,,
Apr 11,home,Laredo,W,10-2,10.0,2.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,Wharton County,whartoncountyjuniorcollege,jorgegonzalezfajn,Jorge Gonzalez,,,
Apr 19,home,Blinn,L,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Wharton County,whartoncountyjuniorcollege,jorgegonzalezfajn,Jorge Gonzalez,,,
Apr 19,home,Blinn,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Wharton County,whartoncountyjuniorcollege,jorgegonzalezfajn,Jorge Gonzalez,,,
Apr 25,home,Galveston,W,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Wharton County,whartoncountyjuniorcollege,jorgegonzalezfajn,Jorge Gonzalez,,,
Apr 25,home,Galveston,L,1-0,1.0,0.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Wharton County,whartoncountyjuniorcollege,jorgegonzalezfajn,Jorge Gonzalez,,,
May 2,home,Alvin,W,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Wharton County,whartoncountyjuniorcollege,jorgegonzalezfajn,Jorge Gonzalez,,,
May 2,home,Alvin,W,5-2,5.0,2.0,3.0,win,20150502_ik4k,0.0,0.0,0.0,,,,0.0,,,,,3.0,win,20150502_ik4k,,,,0.0,0.0,,,,,0.0,2015,2014-15,div1,Wharton County,whartoncountyjuniorcollege,jorgegonzalezfajn,Jorge Gonzalez,,,
Mar 19,home,Joliet,W,10-9,10.0,9.0,1.0,win,20150319_c8ir,3.0,2.0,2.0,1.0,,,3.0,1.0,1.0,1.0,,1.0,win,20150319_c8ir,1.0,1.0,,3.0,1.0,,,,,6.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 21,home,Olive-Harvey,W,19-2,19.0,2.0,17.0,win,,,,,,,,,,,,,17.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 21,home,Olive-Harvey,W,20-0,20.0,0.0,20.0,win,,,,,,,,,,,,,20.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 24,home,Triton,,,,,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 26,home,Madison,W,5-3,5.0,3.0,2.0,win,20150326_1jhq,2.0,0.0,0.0,,,,0.0,,1.0,,,2.0,win,20150326_1jhq,,,1.0,0.0,0.0,,1.0,1.0,1.0,3.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 26,home,Madison,L,5-0,5.0,0.0,5.0,win,20150326_0ue7,2.0,0.0,0.0,,,,0.0,1.0,,,,5.0,win,20150326_0ue7,,,,0.0,0.0,,1.0,1.0,1.0,3.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 30,home,Moraine Valley,,,,,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 30,home,Moraine Valley,,,,,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 30,home,Moraine Valley,,,,,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Mar 30,home,Moraine Valley,,,,,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 7,home,Black Hawk-Moline,W,4-3,4.0,3.0,1.0,win,20150407_8fkz,2.0,0.0,1.0,,,,1.0,,1.0,,,1.0,win,20150407_8fkz,1.0,,,1.0,0.0,,,,,3.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 7,home,Black Hawk-Moline,L,9-3,9.0,3.0,6.0,win,20150407_872l,3.0,0.0,0.0,,,,0.0,,1.0,,,6.0,win,20150407_872l,,,,0.0,0.0,1.0,,,,3.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 9,home,South Suburban,,,,,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 11,home,Highland (IL),W,15-5,15.0,5.0,10.0,win,20150411_m125,2.0,2.0,1.0,1.0,,,2.0,,,,,10.0,win,20150411_m125,1.0,,,2.0,1.0,,,,,3.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 11,home,Highland (IL),W,5-1,5.0,1.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 18,home,Sauk Valley,W,11-1,11.0,1.0,10.0,win,20150418_v7wj,4.0,1.0,2.0,1.0,,,2.0,,,,,10.0,win,20150418_v7wj,,,,3.0,1.0,,,,,4.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 18,home,Sauk Valley,W,3-1,3.0,1.0,2.0,win,20150418_8j9i,0.0,1.0,0.0,,,,0.0,1.0,,,,2.0,win,20150418_8j9i,,,,0.0,0.0,,,,,1.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 24,home,Elgin,L,3-1,3.0,1.0,2.0,win,20150424_vlor,4.0,0.0,0.0,,,,0.0,,1.0,,,2.0,win,20150424_vlor,,,,0.0,0.0,,,,,4.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 27,home,Prairie State,W,10-0,10.0,0.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 27,home,Prairie State,W,11-3,11.0,3.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 28,home,Carl Sandburg,W,4-3,4.0,3.0,1.0,win,20150428_b8r2,1.0,0.0,1.0,,,,0.0,,,,,1.0,win,20150428_b8r2,,,,1.0,0.0,,,,,1.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 28,home,Carl Sandburg,W,13-1,13.0,1.0,12.0,win,,,,,,,,,,,,,12.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Apr 30,home,Waubonsee,W,3-0,3.0,0.0,3.0,win,20150430_w94w,3.0,0.0,2.0,,,,0.0,,,,,3.0,win,20150430_w94w,1.0,,,2.0,0.0,,,,,4.0,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
May 2,home,Rock Valley,W,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
May 2,home,Rock Valley,W,20-4,20.0,4.0,16.0,win,,,,,,,,,,,,,16.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
May 3,home,Illinois Valley,,,,,16.0,win,,,,,,,,,,,,,16.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
May 3,home,Illinois Valley,,,,,16.0,win,,,,,,,,,,,,,16.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
May 3,home,Illinois Valley,,,,,16.0,win,,,,,,,,,,,,,16.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
May 3,home,Illinois Valley,,,,,16.0,win,,,,,,,,,,,,,16.0,win,,,,,,,,,,,,2015,2014-15,div1,Kishwaukee,kishwaukeecollege,garygarciawtfs,Gary Garcia,,,
Feb 25,home,Hastings College JV,W,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Feb 25,home,Hastings College JV,W,4-0,4.0,0.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 5,home,Colby,W,10-9,10.0,9.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 7,home,Lamar,W,5-2,5.0,2.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 7,home,Lamar,L,11-0,11.0,0.0,11.0,win,,,,,,,,,,,,,11.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 8,home,Lamar,L,5-1,5.0,1.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 8,home,Lamar,L,3-1,3.0,1.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 14,home,Trinidad State,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 14,home,Trinidad State,L,7-4,7.0,4.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 15,home,Trinidad State,L,9-5,9.0,5.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 15,home,Trinidad State,L,14-10,14.0,10.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 19,home,Colby,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 31,home,Southeast,W,6-2,6.0,2.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Mar 31,home,Southeast,W,9-6,9.0,6.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 4,home,Western Nebraska,L,8-6,8.0,6.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 4,home,Western Nebraska,W,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 5,home,Western Nebraska,W,6-1,6.0,1.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 5,home,Western Nebraska,L,10-8,10.0,8.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 11,home,Otero,L,6-1,6.0,1.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 11,home,Otero,W,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 12,home,Otero,W,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 12,home,Otero,L,10-3,10.0,3.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 22,home,Garden City,W,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 23,home,Northeastern,L,6-4,6.0,4.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 23,home,Northeastern,L,10-1,10.0,1.0,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 25,home,York College JV,W,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
Apr 25,home,York College JV,W,10-2,10.0,2.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,McCook,mccookcommunitycollege,natematuzax4cj,Nate Matuza,,,
