date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Feb 28,home,TCS,W,9-6,9.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,3.0,win,,3.0,win,
Mar 5,home,Howard (TX),L,14-10,14.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,4.0,win,,4.0,win,
Mar 5,home,Howard (TX),L,4-1,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,3.0,win,,3.0,win,
Mar 12,home,Vernon,L,15-1,15.0,1.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,14.0,win,20220312_hh14,14.0,win,20220312_hh14
Mar 12,home,Vernon,W,9-8,9.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,1.0,win,,1.0,win,
Mar 19,home,North Central Texas,W,7-6,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,1.0,win,,1.0,win,
Mar 19,home,North Central Texas,W,8-5,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,3.0,win,,3.0,win,
Mar 26,home,Temple,W,12-2,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,10.0,win,,10.0,win,
Mar 26,home,Temple,W,12-3,12.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,9.0,win,,9.0,win,
Mar 30,home,Minnesota Post Grad,W,13-0,13.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Cisco,ciscocollege,lanepowledgem097,Lane Powledge,13.0,win,,13.0,win,
