date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Mar 6,home,Coffeyville,L,10-8,10.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,2.0,win,,2.0,win,
Mar 6,home,Coffeyville,L,22-7,22.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,15.0,win,,15.0,win,
Mar 11,home,Barton,L,10-4,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,6.0,win,,6.0,win,
Mar 11,home,Barton,W,6-5,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,1.0,win,,1.0,win,
Mar 20,home,Seward County,L,11-7,11.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,4.0,win,,4.0,win,
Mar 20,home,Seward County,W,7-6,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,1.0,win,,1.0,win,
Mar 25,home,Butler,W,6-5,6.0,5.0,,,,3.0,0.0,1.0,,,,0.0,,,,,,,,1.0,0.0,,1.0,1.0,1.0,3.0,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,1.0,win,20210325_crg4,1.0,win,20210325_crg4
Mar 25,home,Butler,W,11-6,11.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,5.0,win,,5.0,win,
Apr 3,home,Pratt,W,16-11,16.0,11.0,,,,4.0,1.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,1.0,1.0,1.0,4.0,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,5.0,win,20210403_4ayp,5.0,win,20210403_4ayp
Apr 3,home,Pratt,W,14-7,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,7.0,win,,7.0,win,
Apr 8,home,Garden City,W,17-7,17.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,10.0,win,,10.0,win,
Apr 8,home,Garden City,W,4-1,4.0,1.0,,,,3.0,0.0,0.0,,,,0.0,,,,,,,1.0,0.0,0.0,,3.0,1.0,3.0,4.0,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,3.0,win,20210408_uw9i,3.0,win,20210408_uw9i
Apr 17,home,Cloud County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,2.0,win,,2.0,win,
Apr 18,home,Cloud County,W,7-3,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,4.0,win,,4.0,win,
Apr 18,home,Cloud County,L,11-5,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,6.0,win,,6.0,win,
Apr 21,home,Redlands,W,9-0,9.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,9.0,win,,9.0,win,
Apr 21,home,Redlands,W,4-1,4.0,1.0,,,,1.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,1.0,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,3.0,win,20210421_9rjb,3.0,win,20210421_9rjb
Apr 26,home,Sterling College JV,W,12-4,12.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,8.0,win,,8.0,win,
Apr 26,home,Sterling College JV,W,20-4,20.0,4.0,,,,2.0,3.0,2.0,,,2.0,3.0,,,,,1.0,,,8.0,2.0,,,,,3.0,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,16.0,win,20210426_ioft,16.0,win,20210426_ioft
Apr 29,home,Colby,L,13-3,13.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,10.0,win,,10.0,win,
Apr 29,home,Colby,L,14-9,14.0,9.0,,,,5.0,0.0,1.0,,,,2.0,,1.0,,,,,,1.0,0.0,,2.0,1.0,2.0,5.0,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,5.0,win,20210429_s9c3,5.0,win,20210429_s9c3
May 8,home,Dodge City,L,9-3,9.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,6.0,win,,6.0,win,
May 8,home,Dodge City,W,23-3,23.0,3.0,,,,2.0,0.0,1.0,,1.0,,2.0,,,,,,,,3.0,1.0,,,1.0,,2.0,2021,2020-21,div1,Hutchinson,hutchinsoncommunitycollege,cadeargouwea,Cade Argo,20.0,win,20210508_nkzc,20.0,win,20210508_nkzc
Feb 15,home,Navarro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,8.0,win,,8.0,win,
Feb 24,home,Crowder,W,11-1,11.0,1.0,,,,2.0,0.0,0.0,,,,0.0,,1.0,,1.0,1.0,,,0.0,0.0,,,,,3.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,10.0,win,20210224_hr9l,10.0,win,20210224_hr9l
Feb 24,home,Crowder,L,3-2,3.0,2.0,,,,3.0,0.0,0.0,,,,0.0,1.0,,,,,,,0.0,0.0,,,,,4.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,1.0,win,20210224_q8p9,1.0,win,20210224_q8p9
Mar 5,home,Frank Phillips,L,4-2,4.0,2.0,,,,3.0,0.0,0.0,,,,0.0,1.0,2.0,,,,,,0.0,0.0,,,,,4.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,2.0,win,20210305_xya1,2.0,win,20210305_xya1
Mar 5,home,Frank Phillips,L,10-8,10.0,8.0,,,,3.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,3.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,2.0,win,20210305_sy2k,2.0,win,20210305_sy2k
Mar 6,home,Frank Phillips,W,6-1,6.0,1.0,,,,4.0,2.0,2.0,,,1.0,4.0,,,,,,,,5.0,1.0,,,,,4.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,5.0,win,20210306_br2e,5.0,win,20210306_br2e
Mar 10,home,Cisco,L,5-3,5.0,3.0,,,,3.0,2.0,2.0,,,,0.0,,1.0,,,,,,2.0,0.0,,,,,3.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,2.0,win,20210310_z4gx,2.0,win,20210310_z4gx
Mar 10,home,Cisco,W,10-6,10.0,6.0,,,,3.0,2.0,1.0,,,1.0,2.0,,,,,2.0,,,4.0,1.0,,,,,5.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,4.0,win,20210310_6i6r,4.0,win,20210310_6i6r
Mar 18,home,Grayson,W,6-1,6.0,1.0,,,,3.0,1.0,1.0,,,1.0,1.0,,,,,,,,4.0,1.0,,,,,3.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,5.0,win,20210318_b6p8,5.0,win,20210318_b6p8
Mar 18,home,Grayson,L,20-11,20.0,11.0,,,,5.0,2.0,2.0,1.0,,,1.0,,1.0,,,1.0,,,3.0,1.0,,,,,6.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,9.0,win,20210318_iyyp,9.0,win,20210318_iyyp
Mar 27,home,Ranger,L,8-3,8.0,3.0,,,,3.0,0.0,1.0,,,,0.0,1.0,,,,,,,1.0,0.0,,,,,4.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,5.0,win,20210327_z369,5.0,win,20210327_z369
Mar 27,home,Ranger,W,6-4,6.0,4.0,,,,3.0,0.0,0.0,,,,0.0,1.0,3.0,,,,,,0.0,0.0,,,,,4.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,2.0,win,20210327_0p6y,2.0,win,20210327_0p6y
Mar 29,home,Wharton County,W,18-5,18.0,5.0,,,,3.0,2.0,0.0,,,,0.0,2.0,1.0,1.0,,1.0,,,0.0,0.0,,,,,6.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,13.0,win,20210329_i98z,13.0,win,20210329_i98z
Mar 31,home,Hill,W,5-0,5.0,0.0,,,,3.0,1.0,1.0,,,1.0,3.0,,1.0,,,,,,4.0,1.0,,,,,3.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,5.0,win,20210331_7waf,5.0,win,20210331_7waf
Mar 31,home,Hill,L,2-1,2.0,1.0,,,,3.0,0.0,0.0,,,,0.0,1.0,2.0,,,1.0,,,0.0,0.0,,,,,5.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,1.0,win,20210331_48je,1.0,win,20210331_48je
Apr 6,home,Navarro,W,14-7,14.0,7.0,,,,5.0,1.0,2.0,,,,3.0,,,,,,,,2.0,0.0,,,,,5.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,7.0,win,20210406_235q,7.0,win,20210406_235q
Apr 12,home,San Jacinto,W,11-9,11.0,9.0,,,,4.0,2.0,2.0,,,2.0,3.0,,1.0,,,1.0,,,8.0,2.0,,,,,5.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,2.0,win,20210412_8cyq,2.0,win,20210412_8cyq
Apr 17,home,Weatherford,W,10-2,10.0,2.0,,,,3.0,1.0,1.0,,,,1.0,,1.0,,,,,,1.0,0.0,,,,,3.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,8.0,win,20210417_3vdp,8.0,win,20210417_3vdp
Apr 17,home,Weatherford,L,9-6,9.0,6.0,,,,4.0,1.0,1.0,1.0,,,0.0,1.0,,,,,,,2.0,1.0,,,,,5.0,2021,2020-21,div1,McLennan,mclennancommunitycollege,garrettmartinx9kx,Garrett Martin,3.0,win,20210417_bb3b,3.0,win,20210417_bb3b
