date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Mar 13,home,Wharton County,L,11-8,11.0,8.0,3.0,win,20160313_w5i4,3.0,2.0,2.0,,,2.0,2.0,,,,,,,1.0,8.0,2.0,,,,,4.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Mar 16,home,South Suburban,W,12-5,12.0,5.0,7.0,win,20160316_r0vy,1.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,1.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Mar 18,home,Laredo,W,7-3,7.0,3.0,4.0,win,20160318_t1ja,2.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,2.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Mar 18,home,Laredo,L,5-1,5.0,1.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Mar 20,home,Laredo,W,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Mar 20,home,Laredo,L,4-3,4.0,3.0,1.0,win,20160320_alih,2.0,0.0,0.0,,,,0.0,,,,,,,1.0,0.0,0.0,,,,,3.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Mar 29,home,Navarro,W,8-1,8.0,1.0,7.0,win,20160329_wskf,3.0,1.0,1.0,,,1.0,2.0,,1.0,,,,,1.0,4.0,1.0,,,,,4.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Mar 31,home,San Jacinto,L,2-1,2.0,1.0,1.0,win,20160331_f5hm,3.0,1.0,1.0,,,1.0,1.0,,2.0,,,,,,4.0,1.0,,,,,3.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Mar 31,home,San Jacinto,L,7-3,7.0,3.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 2,home,San Jacinto,L,1-0,1.0,0.0,1.0,win,20160402_4290,3.0,0.0,1.0,,,,0.0,,1.0,,,,,,1.0,0.0,,,1.0,,3.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 2,home,San Jacinto,L,6-5,6.0,5.0,1.0,win,20160402_tx6c,4.0,0.0,0.0,,,,0.0,,2.0,,,,,,0.0,0.0,,1.0,1.0,1.0,4.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 7,home,Galveston,L,12-2,12.0,2.0,10.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 7,home,Galveston,L,7-5,7.0,5.0,2.0,win,20160407_apnb,3.0,0.0,1.0,,,,0.0,,,,,1.0,,,1.0,0.0,,,,,4.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 9,home,Galveston,L,9-6,9.0,6.0,3.0,win,20160409_ndv0,3.0,0.0,1.0,,,,0.0,,1.0,,,,,,1.0,0.0,,,,,3.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 9,home,Galveston,L,11-9,11.0,9.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 14,home,Alvin,L,4-0,4.0,0.0,4.0,win,20160414_7jcl,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,3.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 14,home,Alvin,L,2-0,2.0,0.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 15,home,Alvin,W,10-9,10.0,9.0,1.0,win,20160415_d4gx,4.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,,4.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 15,home,Alvin,L,10-9,10.0,9.0,1.0,win,20160415_5tg1,1.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,1.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 22,home,Wharton County,L,5-0,5.0,0.0,5.0,win,20160422_uq4r,3.0,0.0,0.0,,,,0.0,,2.0,,,,,,0.0,0.0,,,,,3.0,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 22,home,Wharton County,W,10-1,10.0,1.0,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
Apr 23,home,Wharton County,W,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2016,2015-16,div1,Blinn,blinncollege,coltonparrishxl9b,Colton Parrish,,,,,,
