date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff,game_win_loss,game_id
Feb 15,home,East Central (MS),W,5-2,5.0,2.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Feb 15,home,Baton Rouge,W,7-1,7.0,1.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Feb 16,home,Baton Rouge,W,8-2,8.0,2.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Feb 16,home,Wallace State,L,9-6,9.0,6.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Feb 19,home,Pensacola State,W,12-4,12.0,4.0,8.0,win,20140219_3t2p,0.0,0.0,0.0,,,,0.0,,,,,8.0,win,20140219_3t2p,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Feb 19,home,Pensacola State,W,2-0,2.0,0.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Feb 25,home,Coastal Alabama - Brewton,W,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Feb 25,home,Coastal Alabama - Brewton,W,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Mar 1,home,Coastal Alabama - Monroeville,L,6-5,6.0,5.0,1.0,win,20140301_hq0g,0.0,0.0,0.0,,,,0.0,,,,,1.0,win,20140301_hq0g,,,,0.0,0.0,,,,,0.0,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
Mar 1,home,Coastal Alabama - Monroeville,L,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2014,2013-14,div1,Coastal Alabama - Bay Minette,faulknerstatecommunitycollege,garrettkirklandzfhw,Garrett Kirkland,,,
