date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Feb 15,home,Coastal Alabama - Bay Minette,L,10-8,10.0,8.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Feb 16,home,Coastal Alabama - Bay Minette,W,7-1,7.0,1.0,6.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Feb 17,home,Coastal Alabama - Bay Minette,W,9-6,9.0,6.0,3.0,win,20180217_arvr,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Feb 23,home,Rend Lake,W,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Feb 24,home,Rend Lake,W,6-3,6.0,3.0,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Feb 24,home,Rend Lake,L,4-1,4.0,1.0,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 1,home,Bishop State,L,3-1,3.0,1.0,2.0,win,20180301_7df5,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 2,home,Bishop State,W,9-2,9.0,2.0,7.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 3,home,Chattahoochee Valley,L,6-1,6.0,1.0,5.0,win,20180303_40jp,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 8,home,Shelton State,L,8-6,8.0,6.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 8,home,Shelton State,L,2-0,2.0,0.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 10,home,Shelton State,L,12-2,12.0,2.0,10.0,win,20180310_htm3,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 10,home,Shelton State,L,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 13,home,Wallace-Dothan,L,15-3,15.0,3.0,12.0,win,20180313_btxh,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 15,home,Southern Union State,L,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 15,home,Southern Union State,L,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 16,home,Southern Union State,W,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 16,home,Southern Union State,W,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 16,home,Southern Union State,W,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 16,home,Southern Union State,W,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 20,home,Chattahoochee Valley,L,11-0,11.0,0.0,11.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 22,home,Bevill State,L,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 22,home,Bevill State,W,10-0,10.0,0.0,10.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 24,home,Bevill State,L,7-6,7.0,6.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Mar 24,home,Bevill State,T,3-3,3.0,3.0,0.0,tie,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 3,home,Coastal Alabama - Monroeville,W,11-3,11.0,3.0,8.0,win,20180403_3wrj,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 5,home,Marion Military,L,8-6,8.0,6.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 5,home,Marion Military,L,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 6,home,Marion Military,L,7-4,7.0,4.0,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 6,home,Marion Military,L,5-3,5.0,3.0,2.0,win,20180406_hk6g,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 12,home,Calhoun,L,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 12,home,Calhoun,L,14-0,14.0,0.0,14.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 13,home,Calhoun,L,6-0,6.0,0.0,6.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 13,home,Calhoun,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 19,home,Lawson State,L,1-0,1.0,0.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 19,home,Lawson State,W,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 21,home,Lawson State,W,11-2,11.0,2.0,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 21,home,Lawson State,W,3-1,3.0,1.0,2.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 24,home,Coastal Alabama - Monroeville,L,7-4,7.0,4.0,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 27,home,Snead State,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 27,home,Snead State,W,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 28,home,Snead State,L,10-1,10.0,1.0,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Apr 28,home,Snead State,W,8-5,8.0,5.0,3.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
May 1,home,Chattahoochee Valley,L,10-3,10.0,3.0,7.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
May 3,home,Wallace State,L,9-1,9.0,1.0,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
May 3,home,Wallace State,L,7-3,7.0,3.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
May 5,home,Wallace State,L,6-0,6.0,0.0,6.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
May 5,home,Wallace State,L,4-0,4.0,0.0,4.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Central Alabama,centralalabamacommunitycollege,mathewthompsonoeij,Mathew Thompson,,,,,,
Feb 8,home,Northwest Florida State,L,11-1,11.0,1.0,10.0,win,20180208_dlev,2.0,0.0,0.0,,,,1.0,,,,,,1.0,,0.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 8,home,Wallace State,L,3-2,3.0,2.0,1.0,win,20180208_43yx,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 9,home,Wallace State,L,12-1,12.0,1.0,11.0,win,20180209_ur3v,1.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,1.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 9,home,Wallace State,L,3-1,3.0,1.0,2.0,win,20180209_owj6,0.0,0.0,0.0,,,,0.0,,,,,1.0,,,0.0,0.0,,,,,1.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 14,home,Marion Military,L,8-5,8.0,5.0,3.0,win,20180214_l1c1,3.0,1.0,1.0,,,,0.0,,,,,,,,1.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 14,home,Marion Military,L,9-2,9.0,2.0,7.0,win,20180214_p37e,2.0,1.0,1.0,,,,0.0,,,,,,,,1.0,0.0,,,,,2.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 16,home,Marion Military,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 16,home,Marion Military,L,13-3,13.0,3.0,10.0,win,20180216_g3at,2.0,0.0,0.0,,,,0.0,,1.0,,1.0,,,,0.0,0.0,,,,,2.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 22,home,Lawson State,W,5-3,5.0,3.0,2.0,win,20180222_6w80,3.0,1.0,1.0,,,,0.0,,1.0,,,,,,1.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 22,home,Lawson State,W,8-5,8.0,5.0,3.0,win,20180222_1954,3.0,0.0,1.0,1.0,,,1.0,1.0,1.0,,,,,,2.0,1.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 23,home,Lawson State,W,8-1,8.0,1.0,7.0,win,20180223_c6vu,4.0,1.0,2.0,,1.0,,2.0,,1.0,,,,,,4.0,1.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 23,home,Lawson State,W,10-1,10.0,1.0,9.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 27,home,Spring Hill College JV,W,10-5,10.0,5.0,5.0,win,20180227_xri4,5.0,2.0,2.0,,,,1.0,,,2.0,,,,,2.0,0.0,,,,,5.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 28,home,Pensacola State,W,4-3,4.0,3.0,1.0,win,20180228_a7dy,2.0,0.0,1.0,,,,0.0,1.0,,,1.0,,,,1.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Feb 28,home,Pensacola State,W,6-4,6.0,4.0,2.0,win,20180228_72ta,3.0,0.0,0.0,,,,0.0,1.0,1.0,,,,,,0.0,0.0,1.0,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 2,home,Pensacola State,L,6-5,6.0,5.0,1.0,win,20180302_riy2,5.0,0.0,2.0,,,,1.0,,,,,,,,2.0,0.0,2.0,,,,5.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 2,home,Pensacola State,L,7-3,7.0,3.0,4.0,win,20180302_bu9o,1.0,1.0,0.0,,,,0.0,2.0,,,,,,,0.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 5,home,Spring Hill College JV,W,9-6,9.0,6.0,3.0,win,20180305_l1em,0.0,1.0,0.0,,,,0.0,,,,,1.0,,,0.0,0.0,,,,,1.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 8,home,Coastal Alabama - Brewton,W,11-9,11.0,9.0,2.0,win,20180308_z9n3,4.0,3.0,3.0,1.0,,,1.0,,,1.0,,1.0,,,4.0,1.0,1.0,,,,5.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 8,home,Coastal Alabama - Brewton,W,7-5,7.0,5.0,2.0,win,20180308_jxk0,3.0,1.0,1.0,,,,0.0,,,1.0,,1.0,,,1.0,0.0,1.0,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 10,home,Coastal Alabama - Brewton,W,11-10,11.0,10.0,1.0,win,20180310_c2s6,2.0,2.0,1.0,,,,0.0,1.0,,2.0,,1.0,,,1.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 10,home,Coastal Alabama - Brewton,W,10-5,10.0,5.0,5.0,win,20180310_86kt,4.0,2.0,2.0,,,,2.0,,,,,,,,2.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 15,home,Enterprise State,L,8-7,8.0,7.0,1.0,win,20180315_seqr,4.0,2.0,1.0,1.0,,,1.0,1.0,,,,,,,2.0,1.0,,,,,5.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 15,home,Enterprise State,W,5-3,5.0,3.0,2.0,win,20180315_xdrd,2.0,0.0,2.0,1.0,,,2.0,1.0,,2.0,,,,1.0,3.0,1.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 16,home,Enterprise State,W,3-2,3.0,2.0,1.0,win,20180316_i5rx,4.0,0.0,3.0,,,,1.0,,,1.0,1.0,,,,3.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 16,home,Enterprise State,W,9-7,9.0,7.0,2.0,win,20180316_chi2,3.0,1.0,3.0,1.0,,,1.0,,,,1.0,,,1.0,4.0,1.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 22,home,Coastal Alabama - Bay Minette,W,5-4,5.0,4.0,1.0,win,20180322_mh4n,4.0,0.0,1.0,,,,0.0,,,1.0,,,,,1.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 22,home,Coastal Alabama - Bay Minette,W,2-1,2.0,1.0,1.0,win,20180322_r1jd,3.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 24,home,Coastal Alabama - Bay Minette,W,5-4,5.0,4.0,1.0,win,20180324_yjl9,3.0,1.0,2.0,1.0,,1.0,2.0,1.0,,,1.0,,,,6.0,2.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 24,home,Coastal Alabama - Bay Minette,W,9-2,9.0,2.0,7.0,win,20180324_b9s7,3.0,2.0,1.0,,,1.0,1.0,2.0,,,,1.0,,,4.0,1.0,,,,,6.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Mar 28,home,Gulf Coast State,L,7-2,7.0,2.0,5.0,win,20180328_ph1r,3.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 3,home,Central Alabama,L,11-3,11.0,3.0,8.0,win,20180403_3wrj,3.0,0.0,1.0,,,,1.0,1.0,,,,,,,1.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 5,home,Wallace-Selma,W,9-3,9.0,3.0,6.0,win,20180405_4mec,2.0,2.0,1.0,,,,1.0,,,2.0,,1.0,1.0,,1.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 5,home,Wallace-Selma,W,3-2,3.0,2.0,1.0,win,20180405_jf83,1.0,0.0,1.0,,,,2.0,,,1.0,,1.0,2.0,,1.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 6,home,Wallace-Selma,L,5-3,5.0,3.0,2.0,win,20180406_s9i8,3.0,1.0,1.0,,,,1.0,,,,,,,,1.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 6,home,Wallace-Selma,W,9-8,9.0,8.0,1.0,win,20180406_semz,3.0,1.0,2.0,,,,2.0,1.0,,,2.0,,,,2.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 9,home,Huntington College JV,W,12-4,12.0,4.0,8.0,win,,,,,,,,,,,,,,,,,,,,,,,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 12,home,Chattahoochee Valley,W,3-2,3.0,2.0,1.0,win,20180412_n2tg,2.0,1.0,1.0,,,1.0,2.0,1.0,,,,,,,4.0,1.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 12,home,Chattahoochee Valley,L,4-0,4.0,0.0,4.0,win,20180412_0q3c,2.0,0.0,1.0,,,,0.0,1.0,,1.0,,,,,1.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 13,home,Chattahoochee Valley,L,6-1,6.0,1.0,5.0,win,20180413_2doc,3.0,0.0,1.0,,,,0.0,,2.0,,,,,,1.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 13,home,Chattahoochee Valley,L,10-5,10.0,5.0,5.0,win,20180413_2tq1,4.0,2.0,0.0,,,,0.0,,,1.0,,,,,0.0,0.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 17,home,Shelton State,L,12-11,12.0,11.0,1.0,win,20180417_5hzk,3.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 19,home,Wallace-Dothan,L,11-3,11.0,3.0,8.0,win,20180419_mvk6,3.0,0.0,0.0,,,,0.0,,1.0,,,,,,0.0,0.0,,,,,3.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
Apr 19,home,Wallace-Dothan,L,10-6,10.0,6.0,4.0,win,20180419_hdxe,3.0,1.0,3.0,1.0,,,0.0,,,,1.0,,,1.0,4.0,1.0,,,,,4.0,2018,2017-18,div1,Coastal Alabama - Monroeville,coastalalabamanorth,zachpresnall0ry4,Zach Presnall,,,,,,
