date,location,opponent,result,score,team_score,opp_score,game_score_diff_x,game_win_loss_x,game_id_x,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,game_score_diff_y,game_win_loss_y,game_id_y,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff,game_win_loss,game_id
May 15,home,South Suburban,W,5-0,5.0,0.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Kaskaskia,kaskaskiacollege,masonmcreaken738d,Mason McReaken,,,
May 17,home,South Suburban,W,7-5,7.0,5.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Kaskaskia,kaskaskiacollege,masonmcreaken738d,Mason McReaken,,,
May 18,home,Iowa Western,L,7-3,7.0,3.0,4.0,win,20150518_alyz,0.0,0.0,0.0,,,,0.0,,,,,4.0,win,20150518_alyz,,,,0.0,0.0,,,,,0.0,2015,2014-15,div1,Kaskaskia,kaskaskiacollege,masonmcreaken738d,Mason McReaken,,,
Mar 21,home,Wabash Valley,W,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Mar 21,home,Wabash Valley,W,8-5,8.0,5.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Mar 23,home,Danville Area,L,8-1,8.0,1.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Mar 26,home,John A. Logan,W,1-0,1.0,0.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 4,home,Shawnee,W,14-5,14.0,5.0,9.0,win,,,,,,,,,,,,,9.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 4,home,Shawnee,L,3-1,3.0,1.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 6,home,Vincennes,L,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 6,home,Vincennes,W,4-0,4.0,0.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 11,home,Olney Central,W,5-3,5.0,3.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 11,home,Olney Central,W,7-2,7.0,2.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 14,home,Lake Land,L,8-6,8.0,6.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 14,home,Lake Land,W,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 16,home,Southwestern Illinois,W,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Apr 23,home,Kaskaskia,L,9-1,9.0,1.0,8.0,win,,,,,,,,,,,,,8.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
May 2,home,Rend Lake,W,7-4,7.0,4.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
May 2,home,Rend Lake,W,14-8,14.0,8.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,Lincoln Trail,lincolntrailcollege,bradbarkerqui0,Brad Barker,,,
Jan 30,home,Walters State,L,3-2,3.0,2.0,1.0,win,20150130_u3b8,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,win,20150130_u3b8,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,4.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Jan 31,home,Walters State,L,6-0,6.0,0.0,6.0,win,20150131_0znl,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,win,20150131_0znl,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Jan 31,home,Walters State,L,8-2,8.0,2.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 11,home,East Georgia State,L,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 11,home,East Georgia State,W,2-0,2.0,0.0,2.0,win,20150211_1btg,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,win,20150211_1btg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 13,home,East Georgia State,W,7-5,7.0,5.0,2.0,win,20150213_f1nk,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,win,20150213_f1nk,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 13,home,East Georgia State,L,5-2,5.0,2.0,3.0,win,20150213_kg3r,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,win,20150213_kg3r,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 18,home,Georgia Perimeter,L,3-2,3.0,2.0,1.0,win,20150218_6jbk,3.0,0.0,1.0,1.0,,,0.0,,1.0,,,1.0,win,20150218_6jbk,,,,2.0,1.0,1.0,1.0,,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 18,home,Georgia Perimeter,W,7-5,7.0,5.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 22,home,DuPage,L,1-0,1.0,0.0,1.0,win,20150222_2mhd,3.0,0.0,1.0,,,,0.0,,,,,1.0,win,20150222_2mhd,,,,1.0,0.0,,1.0,1.0,1.0,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 22,home,DuPage,L,4-1,4.0,1.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 26,home,Georgia Perimeter,L,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 26,home,Georgia Perimeter,L,6-1,6.0,1.0,5.0,win,20150226_a7aw,2.0,0.0,0.0,,,,0.0,,1.0,,,5.0,win,20150226_a7aw,,,,0.0,0.0,,,1.0,,2.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 28,home,Southeastern-Whiteville,L,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 28,home,Southeastern-Whiteville,L,9-2,9.0,2.0,7.0,win,20150228_67ub,1.0,0.0,0.0,,,,0.0,2.0,,,,7.0,win,20150228_67ub,,,,0.0,0.0,,,1.0,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 1,home,Southeastern-Whiteville,W,10-9,10.0,9.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 1,home,Southeastern-Whiteville,L,8-7,8.0,7.0,1.0,win,20150301_4fzl,2.0,1.0,0.0,,,,0.0,2.0,,,,1.0,win,20150301_4fzl,,,,0.0,0.0,,2.0,,,4.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 7,home,Louisburg,W,4-1,4.0,1.0,3.0,win,20150307_l1l2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,win,20150307_l1l2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 7,home,Louisburg,W,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 8,home,Louisburg,W,3-2,3.0,2.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 8,home,Louisburg,W,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 12,home,Anderson University,W,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 12,home,Anderson University,W,8-1,8.0,1.0,7.0,win,20150312_uxni,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,7.0,win,20150312_uxni,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 14,home,Spartanburg Methodist,L,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 14,home,Spartanburg Methodist,L,10-1,10.0,1.0,9.0,win,20150314_i9h3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,win,20150314_i9h3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 15,home,Spartanburg Methodist,L,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 15,home,Spartanburg Methodist,L,11-6,11.0,6.0,5.0,win,20150315_wvfs,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,5.0,win,20150315_wvfs,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,4.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 21,home,USC Sumter,L,7-6,7.0,6.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 21,home,USC Sumter,L,4-2,4.0,2.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 28,home,Guilford Tech,L,4-0,4.0,0.0,4.0,win,20150328_aq1t,0.0,0.0,0.0,,,,0.0,3.0,,1.0,,4.0,win,20150328_aq1t,,,,0.0,0.0,,,,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 28,home,Guilford Tech,W,2-1,2.0,1.0,1.0,win,20150328_podl,2.0,0.0,0.0,,,,0.0,1.0,2.0,,,1.0,win,20150328_podl,,,,0.0,0.0,,,,,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 29,home,Guilford Tech,L,5-4,5.0,4.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Mar 29,home,Guilford Tech,W,2-0,2.0,0.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 3,home,USC Lancaster,L,8-2,8.0,2.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 3,home,USC Lancaster,L,8-7,8.0,7.0,1.0,win,20150403_luh3,2.0,0.0,0.0,,,,0.0,1.0,2.0,,,1.0,win,20150403_luh3,1.0,,1.0,0.0,0.0,,,,,5.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 4,home,USC Lancaster,W,6-4,6.0,4.0,2.0,win,,,,,,,,,,,,,2.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 4,home,USC Lancaster,L,11-4,11.0,4.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 9,home,Anderson University JV,L,11-6,11.0,6.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 9,home,Anderson University JV,W,4-1,4.0,1.0,3.0,win,20150409_h1jp,2.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,win,20150409_h1jp,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 11,home,Florence-Darlington Tech,L,4-1,4.0,1.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 11,home,Florence-Darlington Tech,L,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 12,home,Florence-Darlington Tech,L,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 12,home,Florence-Darlington Tech,L,8-2,8.0,2.0,6.0,win,,,,,,,,,,,,,6.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 18,home,Pitt,W,3-0,3.0,0.0,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 18,home,Pitt,L,8-1,8.0,1.0,7.0,win,,,,,,,,,,,,,7.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 19,home,Pitt,L,5-0,5.0,0.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 19,home,Pitt,L,4-0,4.0,0.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 21,home,USC Sumter,L,22-5,22.0,5.0,17.0,win,,,,,,,,,,,,,17.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 24,home,USC Sumter,L,2-1,2.0,1.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 24,home,USC Sumter,L,9-1,9.0,1.0,8.0,win,20150424_9myt,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,win,20150424_9myt,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 25,home,Spartanburg Methodist,W,7-3,7.0,3.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Apr 26,home,Spartanburg Methodist,L,8-4,8.0,4.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
May 2,home,Florence-Darlington Tech,L,6-5,6.0,5.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
May 3,home,Louisburg,L,12-1,12.0,1.0,11.0,win,,,,,,,,,,,,,11.0,win,,,,,,,,,,,,2015,2014-15,div1,USC Salkehatchie,uscsalkehatchie,jacobscruggsif1x,Jacob Scruggs,,,
Feb 7,home,Wabash Valley,L,21-9,21.0,9.0,12.0,win,,,,,,,,,,,,,12.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Feb 8,home,Wabash Valley,L,8-7,8.0,7.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Feb 8,home,Wabash Valley,L,16-0,16.0,0.0,16.0,win,,,,,,,,,,,,,16.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Feb 14,home,McHenry County,L,9-5,9.0,5.0,4.0,win,,,,,,,,,,,,,4.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Feb 14,home,McHenry County,W,11-5,11.0,5.0,6.0,win,20150214_y6x0,0.0,0.0,0.0,,,,0.0,,,,,6.0,win,20150214_y6x0,,,,0.0,0.0,,,,,0.0,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Feb 25,home,Williams Baptist JV,W,14-4,14.0,4.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Feb 25,home,Williams Baptist JV,W,11-1,11.0,1.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 3,home,Mineral Area,,,,,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 3,home,Mineral Area,,,,,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 3,home,Mineral Area,,,,,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 3,home,Mineral Area,,,,,3.0,win,,,,,,,,,,,,,3.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 9,home,Cleveland State,W,13-11,13.0,11.0,2.0,win,20150309_3vgq,0.0,0.0,0.0,,,,0.0,,,,,2.0,win,20150309_3vgq,,,,0.0,0.0,,,,,0.0,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 9,home,Cleveland State,W,9-4,9.0,4.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 18,home,Morton,W,7-2,7.0,2.0,5.0,win,,,,,,,,,,,,,5.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 18,home,Morton,W,12-2,12.0,2.0,10.0,win,,,,,,,,,,,,,10.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 20,home,Southwest Tennessee,L,8-2,8.0,2.0,6.0,win,20150320_hp7s,0.0,0.0,0.0,,,,0.0,,,,,6.0,win,20150320_hp7s,,,,0.0,0.0,,,,,0.0,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 21,home,Southwest Tennessee,W,4-3,4.0,3.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Mar 21,home,Southwest Tennessee,W,7-6,7.0,6.0,1.0,win,,,,,,,,,,,,,1.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Apr 2,home,Chattanooga State,W,13-2,13.0,2.0,11.0,win,,,,,,,,,,,,,11.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
Apr 2,home,Chattanooga State,W,18-6,18.0,6.0,12.0,win,,,,,,,,,,,,,12.0,win,,,,,,,,,,,,2015,2014-15,div1,Jackson State,jacksonstatecommunitycollege,tommyweiler45rm,Tommy Weiler,,,
