date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Apr 7,home,South Georgia State,W,14-11,14.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,3.0,win,,3.0,win,
Apr 8,home,South Georgia State,W,11-2,11.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,9.0,win,,9.0,win,
Apr 8,home,South Georgia State,W,14-7,14.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,7.0,win,,7.0,win,
Apr 12,home,Abraham Baldwin,W,4-2,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,2.0,win,,2.0,win,
Apr 19,home,Gordon State,W,16-9,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,7.0,win,,7.0,win,
Apr 26,home,Andrew,L,5-2,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,3.0,win,,3.0,win,
Apr 28,home,East Georgia State,W,8-5,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,3.0,win,,3.0,win,
May 3,home,Abraham Baldwin,W,12-9,12.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,3.0,win,,3.0,win,
May 5,home,Gordon State,W,27-13,27.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,14.0,win,,14.0,win,
May 11,home,South Georgia State,W,8-4,8.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2022,2021-22,div1,Georgia Highlands,georgiahighlandscollege,chrisgaiterirv9,Chris Gaiter,4.0,win,,4.0,win,
