date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Feb 16,home,Pearl River,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 16,home,Pearl River,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 16,home,Pearl River,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 16,home,Pearl River,,,,,1.0,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 21,home,Mineral Area,L,8-1,8.0,1.0,7.0,win,20200221_a3mi,4.0,0.0,0.0,,,,0.0,,2.0,,,,,,0.0,0.0,,,,,4.0,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 21,home,Mineral Area,W,4-2,4.0,2.0,2.0,win,20200221_lj8r,2.0,0.0,0.0,,,,0.0,,,,,,,1.0,0.0,0.0,,,,,3.0,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 22,home,Mineral Area,W,4-2,4.0,2.0,2.0,win,20200222_kblj,1.0,0.0,0.0,,,,0.0,2.0,,,,,,,0.0,0.0,1.0,,,,3.0,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 26,home,Stillman College,W,18-4,18.0,4.0,14.0,win,20200226_ejj3,3.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,3.0,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 26,home,Birmingham Southern,,,,,14.0,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
Feb 26,home,Birmingham Southern,,,,,14.0,win,,,,,,,,,,,,,,,,,,,,,,,2020,2019-20,div1,Bevill State,bevillstatecommunitycollege,romancalvertrdne,Roman Calvert,,,,,,
