date,location,opponent,result,score,team_score,opp_score,game_score_diff,game_win_loss,game_id,AB,R,H,2B,3B,HR,RBI,BB,K,SB,CS,HBP,SF,SH,TB,XBH,HDP,GO,FO,GO/FO,PA,season,njcaa_season,njcaa_division,team,team_id,player_id,player_name,game_score_diff_x,game_win_loss_x,game_id_x,game_score_diff_y,game_win_loss_y,game_id_y
Feb 26,home,Lamar,W,7-3,7.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,4.0,win,,4.0,win,
Feb 26,home,Lamar,W,10-1,10.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,9.0,win,,9.0,win,
Mar 4,home,Garden City,L,7-6,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,1.0,win,,1.0,win,
Mar 4,home,Garden City,W,7-6,7.0,6.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,1.0,win,20170304_f2yw,1.0,win,20170304_f2yw
Mar 5,home,Garden City,L,10-4,10.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,6.0,win,,6.0,win,
Mar 5,home,Garden City,W,5-0,5.0,0.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,5.0,win,20170305_0czn,5.0,win,20170305_0czn
Mar 18,home,Pratt,W,11-5,11.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,6.0,win,,6.0,win,
Mar 18,home,Pratt,W,15-5,15.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,10.0,win,,10.0,win,
Mar 19,home,Pratt,W,15-2,15.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,13.0,win,,13.0,win,
Mar 19,home,Pratt,W,13-3,13.0,3.0,,,,0.0,0.0,0.0,,,,0.0,,,,,,,,0.0,0.0,,,,,0.0,2017,2016-17,div1,Colby,colbycommunitycollege,carlosamadorbk4i,Carlos Amador,10.0,win,20170319_9dzp,10.0,win,20170319_9dzp
