season,njcaa_season,team,team_id,player_id,player_name,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,jackwitmer26gj,Jack Witmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,jebjohnsonkdqe,Jeb Johnson,3.0,1.0,2.0,0.0,15.2,13.0,8.0,7.0,2.0,18.0,2.0,0.333,4.145,133.0,0.987,7.697,1.184,1.184,10.658,9.0,4.737
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,joefisher13ki,Joe Fisher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,jordennathanielzr0q,Jorden Nathaniel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,jorgepascual0e8e,Jorge Pascual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,justinenglandrhm5,Justin England,0.0,0.0,1.0,0.0,4.2,4.0,4.0,3.0,3.0,8.0,0.0,0.0,6.429,86.0,1.667,8.571,0.0,6.429,17.143,2.667,8.571
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,loganbolingerqtjz,Logan Bolinger,0.0,0.0,0.0,0.0,0.0,3.0,6.0,4.0,2.0,0.0,0.0,,,0.0,,,,,,0.0,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,lucasmoricihlmq,Lucas Morici,0.0,0.0,1.0,0.0,7.0,8.0,9.0,3.0,7.0,5.0,0.0,0.0,3.857,143.0,2.143,10.286,0.0,9.0,6.429,0.714,11.571
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,lukenormanzx96,Luke Norman,0.0,0.0,1.0,0.0,5.2,6.0,10.0,8.0,6.0,6.0,1.0,0.0,13.846,40.0,2.308,10.385,1.731,10.385,10.385,1.0,17.308
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,matthewglassyzdv,Matthew Glass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,michaelmorrisonlvo9,Michael Morrison,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,nicholesmilbrandt7yxy,Nicholes Milbrandt,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,0.0,,0.0,,1.0,4.5,0.0,4.5,9.0,2.0,0.0
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,paytonchaceboinesxary,Payton Chace Boines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,terrygarmon755x,Terry Garmon,2.0,1.0,0.0,0.0,14.2,17.0,4.0,3.0,10.0,17.0,0.0,1.0,1.901,290.0,1.901,10.775,0.0,6.338,10.775,1.7,2.535
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,trentonhedgepethdcwf,Trenton Hedgepeth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,trypplumpkinhqqx,Trypp Lumpkin,2.0,0.0,2.0,0.0,7.300000000000001,12.0,9.0,7.0,6.0,10.0,3.0,0.0,8.63,64.0,2.466,14.795,3.699,7.397,12.329,1.667,11.096
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,tydavis1vyz,Ty Davis,3.0,0.0,2.0,0.0,5.2,6.0,8.0,8.0,9.0,8.0,1.0,0.0,13.846,40.0,2.885,10.385,1.731,15.577,13.846,0.889,13.846
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,williamrichardsgjme,William Richards,0.0,0.0,0.0,0.0,6.1,6.0,6.0,5.0,5.0,5.0,1.0,,7.377,75.0,1.803,8.852,1.475,7.377,7.377,1.0,8.852
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,wyattdoyle18bm,Wyatt Doyle,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,9.0,9.0,1.0,0.0
2023,2022-23,Abraham Baldwin,abrahambaldwinagriculturalcollege,wyatttalikwhue,Wyatt Talik,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,anthonyninog9oj,Anthony Nino,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,armandonavarrovp7x,Armando Navarro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,bobbywalkerqap4,Bobby Walker,0.0,0.0,0.0,0.0,2.1,3.0,1.0,1.0,3.0,1.0,0.0,,4.286,129.0,2.857,12.857,0.0,12.857,4.286,0.333,4.286
2023,2022-23,Allen County,allencountycommunitycollege,bradenhendrixrne6,Braden Hendrix,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,brandonharperrn7d,Brandon Harper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,braydenthompsonnz0v,Brayden Thompson,0.0,0.0,0.0,0.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,,18.0,31.0,2.0,18.0,0.0,0.0,9.0,,18.0
2023,2022-23,Allen County,allencountycommunitycollege,brettbuchananmgkt,Brett Buchanan,0.0,0.0,1.0,0.0,1.1,0.0,3.0,3.0,5.0,1.0,0.0,0.0,24.545,22.0,4.545,0.0,0.0,40.909,8.182,0.2,24.545
2023,2022-23,Allen County,allencountycommunitycollege,cadeschuppf9o1,Cade Schupp,1.0,0.0,0.0,0.0,1.0,5.0,8.0,5.0,1.0,1.0,0.0,,45.0,12.0,6.0,45.0,0.0,9.0,9.0,1.0,72.0
2023,2022-23,Allen County,allencountycommunitycollege,caleclark1kpe,Cale Clark,1.0,0.0,1.0,0.0,9.2,9.0,8.0,7.0,5.0,15.0,0.0,0.0,6.848,81.0,1.522,8.804,0.0,4.891,14.674,3.0,7.826
2023,2022-23,Allen County,allencountycommunitycollege,carsonshepherdwazi,Carson Shepherd,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,carsonsowelltrog,Carson Sowell,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,,,0.0,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,coltonayresuf8p,Colton Ayres,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,ethannissen6ygm,Ethan Nissen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,gabeglenncg1e,Gabe Glenn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,gagestark07lj,Gage Stark,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,garrettruschhc13,Garrett Rusch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,jackbland5g5h,Jack Bland,1.0,0.0,1.0,0.0,4.2,9.0,3.0,3.0,3.0,3.0,0.0,0.0,6.429,86.0,2.857,19.286,0.0,6.429,6.429,1.0,6.429
2023,2022-23,Allen County,allencountycommunitycollege,jackharristeoj,Jack Harris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,jackneillpy33,Jack Neill,0.0,0.0,1.0,0.0,0.1,2.0,2.0,1.0,0.0,0.0,0.0,0.0,90.0,6.0,20.0,180.0,0.0,0.0,0.0,,180.0
2023,2022-23,Allen County,allencountycommunitycollege,johnjamesujsm,John James,2.0,2.0,0.0,0.0,13.0,4.0,0.0,0.0,1.0,19.0,0.0,1.0,0.0,,0.385,2.769,0.0,0.692,13.154,19.0,0.0
2023,2022-23,Allen County,allencountycommunitycollege,karsonleebzlq,Karson Lee,0.0,0.0,0.0,0.0,0.2,2.0,4.0,4.0,2.0,0.0,0.0,,180.0,3.0,20.0,90.0,0.0,90.0,0.0,0.0,180.0
2023,2022-23,Allen County,allencountycommunitycollege,landonmcginness1ese,Landon McGinness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,landonvolnerng95,Landon Volner,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,nicbeseckert24g,Nic Besecker,1.0,0.0,1.0,0.0,9.2,9.0,7.0,7.0,1.0,12.0,2.0,0.0,6.848,81.0,1.087,8.804,1.957,0.978,11.739,12.0,6.848
2023,2022-23,Allen County,allencountycommunitycollege,noestroersdgb,Noe Stroer,0.0,0.0,1.0,0.0,10.3,13.0,3.0,2.0,1.0,6.0,0.0,0.0,1.748,315.0,1.359,11.359,0.0,0.874,5.243,6.0,2.621
2023,2022-23,Allen County,allencountycommunitycollege,patrickmulliganbi98,Patrick Mulligan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Allen County,allencountycommunitycollege,reedjensen5exo,Reed Jensen,0.0,0.0,0.0,0.0,1.1,2.0,1.0,1.0,0.0,0.0,1.0,,8.182,67.0,1.818,16.364,8.182,0.0,0.0,,8.182
2023,2022-23,Allen County,allencountycommunitycollege,rhettjaggersb0e6,Rhett Jaggers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,angelacostawh9s,Angel Acosta,0.0,0.0,1.0,0.0,1.2,1.0,2.0,2.0,2.0,3.0,0.0,0.0,15.0,37.0,2.5,7.5,0.0,15.0,22.5,1.5,15.0
2023,2022-23,Alvin,alvincommunitycollege,brycebergeronc0m7,Bryce Bergeron,0.0,0.0,0.0,0.0,3.2,4.0,2.0,0.0,4.0,4.0,1.0,,0.0,,2.5,11.25,2.812,11.25,11.25,1.0,5.625
2023,2022-23,Alvin,alvincommunitycollege,calebgarciarameaum9zf,Caleb Garcia-Rameau,0.0,0.0,1.0,0.0,3.2,7.0,6.0,6.0,4.0,4.0,0.0,0.0,16.875,33.0,3.438,19.688,0.0,11.25,11.25,1.0,16.875
2023,2022-23,Alvin,alvincommunitycollege,carterallen5fdz,Carter Allen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,connordunhamlp7w,Connor Dunham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,danielburrowayzb7d,Daniel Burroway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,dayloncarletonhwaw,Daylon Carleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,diegoguevarabxkc,Diego Guevara,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,drewleach2p5e,Drew Leach,0.0,1.0,0.0,1.0,7.1,5.0,3.0,3.0,5.0,6.0,0.0,1.0,3.803,145.0,1.408,6.338,0.0,6.338,7.606,1.2,3.803
2023,2022-23,Alvin,alvincommunitycollege,dylandudneynmmk,Dylan Dudney,0.0,0.0,1.0,1.0,5.6,7.0,2.0,1.0,5.0,6.0,0.0,0.0,1.607,343.0,2.143,11.25,0.0,8.036,9.643,1.2,3.214
2023,2022-23,Alvin,alvincommunitycollege,ethanmunozc32f,Ethan Munoz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,gabepachecoo8we,Gabe Pacheco,2.0,1.0,0.0,0.0,8.0,7.0,3.0,3.0,5.0,9.0,0.0,1.0,3.375,163.0,1.5,7.875,0.0,5.625,10.125,1.8,3.375
2023,2022-23,Alvin,alvincommunitycollege,gagepeterson3i8a,Gage Peterson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,grantpfaffs7bg,Grant Pfaff,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,griffinkasemeyerfhft,Griffin Kasemeyer,0.0,0.0,1.0,0.0,5.4,13.0,5.0,2.0,1.0,5.0,0.0,0.0,3.333,165.0,2.593,21.667,0.0,1.667,8.333,5.0,8.333
2023,2022-23,Alvin,alvincommunitycollege,jakubrayfield3kb6,Jakub Rayfield,3.0,0.0,2.0,0.0,14.4,22.0,18.0,15.0,7.0,12.0,0.0,0.0,9.375,59.0,2.014,13.75,0.0,4.375,7.5,1.714,11.25
2023,2022-23,Alvin,alvincommunitycollege,jjolivarez20ru,JJ Olivarez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,joshuamiltons4eh,Joshua Milton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,joshuavaughnmhz7,Joshua Vaughn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,kamanuisaito0pvh,Kamanui Saito,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,kikecienfuegosw9am,Kike Cienfuegos,1.0,0.0,1.0,0.0,1.1,5.0,6.0,6.0,2.0,3.0,0.0,0.0,49.091,11.0,6.364,40.909,0.0,16.364,24.545,1.5,49.091
2023,2022-23,Alvin,alvincommunitycollege,kylermentzelsbiz,Kyler Mentzel,4.0,1.0,0.0,0.0,18.0,6.0,4.0,3.0,20.0,28.0,0.0,1.0,1.5,368.0,1.444,3.0,0.0,10.0,14.0,1.4,2.0
2023,2022-23,Alvin,alvincommunitycollege,linonunezret7,Lino Nunez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,maddoxmcdonaldyjmi,Maddox Mcdonald,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,marcperez59bh,Marc Perez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,marklopezy855,Mark Lopez,0.0,0.0,0.0,0.0,2.2,3.0,2.0,2.0,4.0,5.0,0.0,,8.182,67.0,3.182,12.273,0.0,16.364,20.455,1.25,8.182
2023,2022-23,Alvin,alvincommunitycollege,martinvasquez2506,Martin Vasquez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,oscarcuello5nbg,Oscar Cuello,2.0,1.0,0.0,0.0,16.0,5.0,2.0,1.0,2.0,17.0,0.0,1.0,0.562,981.0,0.438,2.812,0.0,1.125,9.562,8.5,1.125
2023,2022-23,Alvin,alvincommunitycollege,renecunninghamye8n,Rene Cunningham,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,robertoropezadoil,Robert Oropeza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,samuelcarpenteryiw9,Samuel Carpenter,0.0,0.0,0.0,0.0,5.4,4.0,7.0,6.0,4.0,8.0,0.0,,10.0,55.0,1.481,6.667,0.0,6.667,13.333,2.0,11.667
2023,2022-23,Alvin,alvincommunitycollege,sebastiansoliz7fbk,Sebastian Soliz,1.0,0.0,1.0,0.0,5.0,2.0,1.0,1.0,3.0,2.0,0.0,0.0,1.8,306.0,1.0,3.6,0.0,5.4,3.6,0.667,1.8
2023,2022-23,Alvin,alvincommunitycollege,sergioguerragjya,Sergio Guerra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Alvin,alvincommunitycollege,sergiolopezobu8,Sergio Lopez,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,,0.0,0.0,0.0,0.0,9.0,,0.0
2023,2022-23,Alvin,alvincommunitycollege,sethdavisazdd,Seth Davis,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0,0.0,,,,,,,,,0.0,
2023,2022-23,Alvin,alvincommunitycollege,trenteavesq9pa,Trent Eaves,0.0,0.0,0.0,0.0,1.2,4.0,2.0,2.0,0.0,1.0,1.0,,15.0,37.0,3.333,30.0,7.5,0.0,7.5,,15.0
2023,2022-23,Andrew,andrewcollege,austinwallerfxab,Austin Waller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,austinwrightlq0r,Austin Wright,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,bencrawleyqfoa,Ben Crawley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,brentburfordzlhm,Brent Burford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,carterbradyf16q,Carter Brady,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,colebaucom5f1b,Cole Baucom,0.0,0.0,0.0,0.0,3.1,1.0,4.0,2.0,2.0,6.0,1.0,,5.806,95.0,0.968,2.903,2.903,5.806,17.419,3.0,11.613
2023,2022-23,Andrew,andrewcollege,danieldickey6055,Daniel Dickey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,dekelwilliamsb085,Dekel Williams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,dominicelamumab,Dominic Elam,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,elicrawford59cn,Eli Crawford,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,1.0,0.0,0.0,9.0,9.0,1.0,0.0
2023,2022-23,Andrew,andrewcollege,gavinsteptoe64a9,Gavin Steptoe,0.0,1.0,1.0,0.0,8.0,7.0,3.0,2.0,6.0,6.0,0.0,0.5,2.25,245.0,1.625,7.875,0.0,6.75,6.75,1.0,3.375
2023,2022-23,Andrew,andrewcollege,hoganmayhewg1im,Hogan Mayhew,0.0,0.0,0.0,3.0,4.0,5.0,1.0,1.0,3.0,5.0,0.0,,2.25,245.0,2.0,11.25,0.0,6.75,11.25,1.667,2.25
2023,2022-23,Andrew,andrewcollege,jamestrammell070a,James Trammell,0.0,0.0,0.0,0.0,1.2000000000000002,1.0,4.0,4.0,4.0,2.0,0.0,,30.0,18.0,4.167,7.5,0.0,30.0,15.0,0.5,30.0
2023,2022-23,Andrew,andrewcollege,jtwhatleywq84,JT Whatley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,kadehaywood2mwu,Kade Haywood,3.0,1.0,0.0,0.0,15.1,15.0,2.0,1.0,4.0,15.0,0.0,1.0,0.596,925.0,1.258,8.94,0.0,2.384,8.94,3.75,1.192
2023,2022-23,Andrew,andrewcollege,maddoxmuellerc1e5,Maddox Mueller,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,matthuffe3qq,Matt Huff,2.0,1.0,0.0,0.0,5.1,2.0,0.0,0.0,4.0,3.0,0.0,1.0,0.0,,1.176,3.529,0.0,7.059,5.294,0.75,0.0
2023,2022-23,Andrew,andrewcollege,mccagepruittozj4,McCage Pruitt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,mitchcowanxol2,Mitch Cowan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,nolanbarrsord,Nolan Barr,0.0,0.0,0.0,0.0,0.30000000000000004,1.0,1.0,0.0,2.0,0.0,0.0,,0.0,,10.0,30.0,0.0,60.0,0.0,0.0,30.0
2023,2022-23,Andrew,andrewcollege,parkermirickqayu,Parker Mirick,0.0,0.0,0.0,0.0,1.2,0.0,2.0,1.0,4.0,3.0,0.0,,7.5,74.0,3.333,0.0,0.0,30.0,22.5,0.75,15.0
2023,2022-23,Andrew,andrewcollege,rileygaskinsgubn,Riley Gaskins,1.0,1.0,1.0,0.0,3.2,2.0,3.0,3.0,3.0,1.0,0.0,0.5,8.438,65.0,1.562,5.625,0.0,8.438,2.812,0.333,8.438
2023,2022-23,Andrew,andrewcollege,sethcrowemj4c,Seth Crowe,2.0,1.0,0.0,1.0,12.0,14.0,4.0,4.0,2.0,13.0,0.0,1.0,3.0,184.0,1.333,10.5,0.0,1.5,9.75,6.5,3.0
2023,2022-23,Andrew,andrewcollege,spencermiddletonqgrv,Spencer Middleton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,talonhollandclan,Talon Holland,0.0,0.0,0.0,0.0,3.1,2.0,0.0,0.0,1.0,2.0,0.0,,0.0,,0.968,5.806,0.0,2.903,5.806,2.0,0.0
2023,2022-23,Andrew,andrewcollege,thomasmurcialf1h,Thomas Murcia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,trevorgruskza0qmk,Trevor Gruskza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,tylerlambertb4je,Tyler Lambert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2023,2022-23,Andrew,andrewcollege,willsimsxti7,Will Sims,2.0,1.0,0.0,0.0,15.1,11.0,0.0,0.0,1.0,18.0,0.0,1.0,0.0,,0.795,6.556,0.0,0.596,10.728,18.0,0.0
2023,2022-23,Angelina,angelinacollege,brockholtongnav,Brock Holton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
