season,njcaa_season,team,team_id,player_id,player_name,GS,W,L,SV,IP,H,R,ER,BB,K,HR,W-L%,ERA,ERA+,WHIP,H9,HR9,BB9,K9,K/BB,RA9
2024,2023-24,Cisco,ciscocollege,westonduncan7rrk,Weston Duncan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cisco,ciscocollege,willblock0jvi,Will Block,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,aidenmalish6hbr,Aiden Malish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,andrewblackj8hy,Andrew Black,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,4.0,,0.0,,0.75,4.5,18.0,2.25,0.0,0.0,0.0
2024,2023-24,Clarendon,clarendoncollege,angelmatosf3fx,Angel Matos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,aubreyreedflev,Aubrey Reed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,chasechabi05fy,Chase Chabi,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.5,0.0,1.0,1.0,0.0,,0.75,4.5,4.5,2.25,0.0,0.0,0.0
2024,2023-24,Clarendon,clarendoncollege,christanfernadez4ofn,Christan Fernadez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,danieloviedomb2b,Daniel Oviedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,diegocentellatcqv,Diego Centella,1.0,1.0,0.0,0.0,10.1,8.0,9.0,7.0,5.65,10.0,12.0,1.0,6.238,91.0,1.351,7.129,10.693,5.035,8.911,1.77,8.02
2024,2023-24,Clarendon,clarendoncollege,finneganjohnstonwlfn,Finnegan Johnston,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,graysonrandellv44o,Grayson Randell,0.0,0.0,0.0,0.0,2.0,5.0,4.0,4.0,2.5,0.0,0.0,,18.0,32.0,3.75,22.5,0.0,11.25,0.0,0.0,18.0
2024,2023-24,Clarendon,clarendoncollege,hoytroffsqtk,Hoyt Roff,0.0,1.0,0.0,0.0,2.2,3.0,3.0,2.0,4.2,2.0,2.0,1.0,8.182,69.0,3.273,12.273,8.182,17.182,8.182,0.476,12.273
2024,2023-24,Clarendon,clarendoncollege,jesusrujanot0jf,Jesus Rujano,0.0,0.0,0.0,0.0,3.1,2.0,2.0,2.0,1.0,1.0,3.0,,5.806,98.0,0.968,5.806,8.71,2.903,2.903,1.0,5.806
2024,2023-24,Clarendon,clarendoncollege,jhontielsevilla3ohu,Jhontiel Sevilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,joelhogansl0i,Joel Hogan,1.0,2.0,0.0,0.0,14.0,11.0,3.0,3.0,2.0,3.0,11.0,1.0,1.929,294.0,0.929,7.071,7.071,1.286,1.929,1.5,1.929
2024,2023-24,Clarendon,clarendoncollege,kaidanwidackitwya,Kaidan Widacki,0.0,0.0,1.0,0.0,7.2,15.0,13.0,11.0,6.8,2.0,12.0,0.0,13.75,41.0,3.028,18.75,15.0,8.5,2.5,0.294,16.25
2024,2023-24,Clarendon,clarendoncollege,kolbeyburtonl1iv,Kolbey Burton,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,kyleenglandeo67,Kyle England,0.0,0.0,0.0,0.0,9.1,18.0,16.0,12.0,10.25,5.0,15.0,,11.868,48.0,3.104,17.802,14.835,10.137,4.945,0.488,15.824
2024,2023-24,Clarendon,clarendoncollege,kylesuarez0flx,Kyle Suarez,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,mannuelbautistaed2u,Mannuel Bautista,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,mattmitchelldred,Matt Mitchell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,millerbelloph5,Miller Bell,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
2024,2023-24,Clarendon,clarendoncollege,nathenhowarthoty1,Nathen Howarth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,noahgagolyis6,Noah Gagol,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,nolanyeagerw35s,Nolan Yeager,0.0,0.0,0.0,0.0,1.0,2.0,4.0,4.0,5.0,3.0,2.0,,36.0,16.0,7.0,18.0,18.0,45.0,27.0,0.6,36.0
2024,2023-24,Clarendon,clarendoncollege,ruiyoshida4txp,Rui yoshida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,samfinn3mcv,Sam Finn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,stephencourtney62w9,Stephen Courtney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,tristenmenchacausp4,Tristen Menchaca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Clarendon,clarendoncollege,vladimirblanco4855,Vladimir Blanco,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0
2024,2023-24,Clarendon,clarendoncollege,zachbrownleep100,Zach Brownlee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,andrewkribbswhos,Andrew Kribbs,4.0,2.0,1.0,0.0,18.4,22.0,15.0,8.0,5.74,5.0,24.0,0.667,3.913,145.0,1.508,10.761,11.739,2.808,2.446,0.871,7.337
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,austinbreedlovefj5o,Austin Breedlove,3.0,3.0,0.0,0.0,22.0,6.0,3.0,3.0,2.15,3.0,34.0,1.0,1.227,463.0,0.37,2.455,13.909,0.88,1.227,1.395,1.227
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,austinmiller8jam,Austin Miller,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,,0.0,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,bennortonffjy,Ben Norton,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,,2.0,9.0,9.0,9.0,0.0,0.0,0.0
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,bensompayraccwo9,Ben Sompayrac,0.0,0.0,0.0,0.0,1.0,6.0,5.0,4.0,1.0,1.0,1.0,,36.0,16.0,7.0,54.0,9.0,9.0,9.0,1.0,45.0
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,braydenevansv0ei,Brayden Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,brockharveyviq0,Brock Harvey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,brycendentonfdl8,Brycen Denton,0.0,0.0,0.0,0.0,3.2,3.0,2.0,2.0,5.0,2.0,2.0,,5.625,101.0,2.5,8.438,5.625,14.062,5.625,0.4,5.625
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,brysontrammell97n7,Bryson Trammell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,cannonstaffordajr1,Cannon Stafford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,coopercasteelw9rr,Cooper Casteel,3.0,0.0,0.0,0.0,14.0,11.0,9.0,7.0,3.75,5.0,21.0,,4.5,126.0,1.054,7.071,13.5,2.411,3.214,1.333,5.786
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,danielhughess1ys,Daniel Hughes,1.0,0.0,1.0,0.0,6.2,11.0,7.0,6.0,5.0,6.0,10.0,0.0,8.71,65.0,2.581,15.968,14.516,7.258,8.71,1.2,10.161
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,deyoncannonb1ub,De'Yon Cannon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,dylanowensxkss,Dylan Owens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,ericenerlicherlv,Eric Enerlich,0.0,1.0,0.0,0.0,4.1,2.0,0.0,0.0,2.5,2.0,5.0,1.0,0.0,,1.098,4.39,10.976,5.488,4.39,0.8,0.0
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,evangoinsdcjs,Evan Goins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,gagehensley6eqo,Gage Hensley,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,,0.0,,3.0,9.0,0.0,18.0,9.0,0.5,0.0
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,harrisongarrett0xfc,Harrison Garrett,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,hunterryan4jam,Hunter Ryan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,jacobcoopervbdo,Jacob Cooper,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,jeremycrideree6u,Jeremy Crider,0.0,0.0,0.0,0.0,1.3,3.0,3.0,3.0,6.0,2.0,1.0,,20.769,27.0,6.923,20.769,6.923,41.538,13.846,0.333,20.769
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,kaincollinswpft,Kain Collins,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,loganbryson3pwk,Logan Bryson,0.0,1.0,0.0,2.0,3.1,1.0,0.0,0.0,4.0,1.0,7.0,1.0,0.0,,1.613,2.903,20.323,11.613,2.903,0.25,0.0
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,micahhoffmeistermnvs,Micah Hoffmeister,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,4.0,0.0,0.0,,0.0,,8.0,36.0,0.0,36.0,0.0,0.0,18.0
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,natedunfee2aig,Nate Dunfee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,nickiezziyy4w,Nick Iezzi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,rileyorrbxa0,Riley Orr,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,ryanlangford2sxh,Ryan Langford,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,taylorvinson512b,Taylor Vinson,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.0,0.6,0.0,1.0,,0.0,,1.333,7.5,7.5,4.5,0.0,0.0,0.0
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,tylerpickensno2c,Tyler Pickens,2.0,0.0,1.0,0.0,2.1,6.0,6.0,6.0,17.0,3.0,2.0,0.0,25.714,22.0,10.952,25.714,8.571,72.857,12.857,0.176,25.714
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,tynettleswz0a,Ty Nettles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,willwebb45mh,Will Webb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cleveland State,clevelandstatecommunitycollege,zanebrownxuo3,Zane Brown,1.0,2.0,0.0,0.0,12.0,7.0,5.0,5.0,2.83,7.0,13.0,1.0,3.75,151.0,0.819,5.25,9.75,2.122,5.25,2.473,3.75
2024,2023-24,Cloud County,cloudcountycommunitycollege,aaronboutzn1xp,Aaron Boutz,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,3.0,2.0,2.0,,0.0,,2.5,0.0,15.0,22.5,15.0,0.667,0.0
2024,2023-24,Cloud County,cloudcountycommunitycollege,austincoyleecok,Austin Coyle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,cadenwalkers2y7,Caden Walker,0.0,0.0,0.0,0.0,2.2,5.0,3.0,3.0,10.5,4.0,3.0,,12.273,46.0,7.045,20.455,12.273,42.955,16.364,0.381,12.273
2024,2023-24,Cloud County,cloudcountycommunitycollege,cammacleodym0j,Cam Macleod,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,carsonlatimerjzhp,Carson Latimer,0.0,1.0,0.0,0.0,5.1,6.0,2.0,2.0,6.08,2.0,9.0,1.0,3.529,161.0,2.369,10.588,15.882,10.729,3.529,0.329,3.529
2024,2023-24,Cloud County,cloudcountycommunitycollege,conlingrady7enm,Conlin Grady,1.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,9.0,63.0,2.0,9.0,9.0,9.0,9.0,1.0,9.0
2024,2023-24,Cloud County,cloudcountycommunitycollege,dawsonfeil2uas,Dawson Feil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,demitrishakotko8blp,Demitri Shakotko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,eastonmouldqjfu,Easton Mould,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,eastonnorris6haz,Easton Norris,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,ericbradicichrvoq,Eric Bradicich,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,ethanpricei0qz,Ethan Price,0.0,0.0,0.0,0.0,4.0,3.0,6.0,6.0,2.67,5.0,9.0,,13.5,42.0,1.418,6.75,20.25,6.008,11.25,1.873,13.5
2024,2023-24,Cloud County,cloudcountycommunitycollege,gannonwhitexll7,Gannon White,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,gavinroy8hxe,Gavin Roy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,haydenmalaisefpkb,Hayden Malaise,0.0,0.0,1.0,0.0,1.4,3.0,8.0,8.0,1.8,3.0,4.0,0.0,51.429,11.0,3.429,19.286,25.714,11.571,19.286,1.667,51.429
2024,2023-24,Cloud County,cloudcountycommunitycollege,jackmacintosh1poh,Jack Macintosh,0.0,1.0,1.0,1.0,7.0,9.0,6.0,4.0,4.67,1.0,13.0,0.5,5.143,110.0,1.953,11.571,16.714,6.004,1.286,0.214,7.714
2024,2023-24,Cloud County,cloudcountycommunitycollege,jacksoncrossrw1s,Jackson Cross,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,,4.5,126.0,1.0,4.5,4.5,4.5,4.5,1.0,4.5
2024,2023-24,Cloud County,cloudcountycommunitycollege,jakobpoturnaktnhm,Jakob Poturnak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,johnklus6z5t,John Klus,0.0,1.0,0.0,0.0,6.1,0.0,0.0,0.0,0.66,2.0,7.0,1.0,0.0,,0.108,0.0,10.328,0.974,2.951,3.03,0.0
2024,2023-24,Cloud County,cloudcountycommunitycollege,justinjohnsony01z,Justin Johnson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,kevinmannellgwmr,Kevin Mannell,2.0,0.0,0.0,0.0,6.300000000000001,8.0,10.0,10.0,6.390000000000001,4.0,12.0,,14.286,40.0,2.284,11.429,17.143,9.129,5.714,0.626,14.286
2024,2023-24,Cloud County,cloudcountycommunitycollege,kolbygirrens4qw6,Kolby Girrens,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,landonmeyero854,Landon Meyer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,myleschamberlain8l8j,Myles Chamberlain,0.0,0.0,0.0,0.0,4.1,5.0,3.0,3.0,6.71,4.0,2.0,,6.585,86.0,2.856,10.976,4.39,14.729,8.78,0.596,6.585
2024,2023-24,Cloud County,cloudcountycommunitycollege,noahbourgeoisajit,Noah Bourgeois,2.0,1.0,0.0,0.0,11.0,9.0,5.0,5.0,4.08,6.0,9.0,1.0,4.091,139.0,1.189,7.364,7.364,3.338,4.909,1.471,4.091
2024,2023-24,Cloud County,cloudcountycommunitycollege,noahkonings4dpe,Noah Konings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,nolanfreundbhrn,Nolan Freund,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,paulschuylerph3k,Paul Schuyler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,rileymarshd6tc,Riley Marsh,0.0,0.0,0.0,0.0,1.2,1.0,0.0,0.0,1.5,0.0,3.0,,0.0,,2.083,7.5,22.5,11.25,0.0,0.0,0.0
2024,2023-24,Cloud County,cloudcountycommunitycollege,strykerhakerb46,Stryker Hake,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Cloud County,cloudcountycommunitycollege,tjcoatswuyz,Tj Coats,0.0,1.0,1.0,0.0,7.1,9.0,7.0,7.0,20.08,4.0,12.0,0.5,8.873,64.0,4.096,11.408,15.211,25.454,5.07,0.199,8.873
2024,2023-24,Cloud County,cloudcountycommunitycollege,tylerelliotw315,Tyler Elliot,2.0,0.0,0.0,0.0,6.1,7.0,7.0,6.0,5.7,3.0,12.0,,8.852,64.0,2.082,10.328,17.705,8.41,4.426,0.526,10.328
2024,2023-24,Cloud County,cloudcountycommunitycollege,wilyamkaan5f,Wil Yamka,2.0,0.0,0.0,0.0,6.300000000000001,8.0,10.0,10.0,6.390000000000001,4.0,12.0,,14.286,40.0,2.284,11.429,17.143,9.129,5.714,0.626,14.286
2024,2023-24,Cloud County,cloudcountycommunitycollege,zachsharshely3sc,Zach Sharshel,1.0,1.0,0.0,0.0,5.0,8.0,4.0,4.0,4.5,1.0,7.0,1.0,7.2,79.0,2.5,14.4,12.6,8.1,1.8,0.222,7.2
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,anthonygrasso01ca,Anthony Grasso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,brycespeakman7q68,Bryce Speakman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,cadenmasontr8f,Caden Mason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,caydenevansipih,Cayden Evans,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,colinjonesk3mv,Colin Jones,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,connorschwalbacho4iv,Connor Schwalbach,0.0,0.0,0.0,0.0,3.2,1.0,1.0,1.0,4.5,3.0,3.0,,2.812,202.0,1.719,2.812,8.438,12.656,8.438,0.667,2.812
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,darrylleev2z6,Darryl Lee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,devonmurphyly81,Devon Murphy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,dexterbenoitf30m,Dexter Benoit,3.0,0.0,3.0,0.0,13.0,20.0,12.0,12.0,7.5,6.0,12.0,0.0,8.308,68.0,2.115,13.846,8.308,5.192,4.154,0.8,8.308
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,dylanlindseym3eo,Dylan Lindsey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,gannnoblesulv6,Gann Nobles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,geoffreygore0qh1,Geoffrey Gore,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,6.5,6.0,0.0,,0.0,,2.375,6.75,0.0,14.625,13.5,0.923,0.0
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,haydenhillq2kn,Hayden Hill,0.0,1.0,1.0,0.0,4.2,4.0,1.0,1.0,4.55,2.0,4.0,0.5,2.143,265.0,2.036,8.571,8.571,9.75,4.286,0.44,2.143
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,jacecrookt58a,Jace Crook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,jacksonhatchernigz,Jackson Hatcher,0.0,1.0,0.0,0.0,5.4,5.0,4.0,4.0,8.85,5.0,4.0,1.0,6.667,85.0,2.565,8.333,6.667,14.75,8.333,0.565,6.667
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,jacobreeves8u44,Jacob Reeves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,jaxondennisu57i,Jaxon Dennis,2.0,0.0,0.0,0.0,13.2,8.0,4.0,3.0,2.8899999999999997,5.0,11.0,,2.045,278.0,0.825,5.455,7.5,1.97,3.409,1.73,2.727
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,justennewsom2k4v,Justen Newsom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,keeganhampoqlz,Keegan Hamp,0.0,0.0,0.0,0.0,1.6,6.0,5.0,5.0,12.9,5.0,1.0,,28.125,20.0,11.812,33.75,5.625,72.562,28.125,0.388,28.125
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,kellylanierxqag,Kelly Lanier,0.0,0.0,1.0,0.0,9.4,9.0,8.0,8.0,10.6,5.0,8.0,0.0,7.66,74.0,2.085,8.617,7.66,10.149,4.787,0.472,7.66
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,landenjensen957l,Landen Jensen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,nickmazzola3hkn,Nick Mazzola,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,phillipschlitzuq46,Phillip Schlitz,1.0,0.0,1.0,0.0,3.1,7.0,7.0,7.0,4.57,1.0,3.0,0.0,20.323,28.0,3.732,20.323,8.71,13.268,2.903,0.219,20.323
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,rhettdysholmkiu4,Rhett Dysholm,3.0,0.0,2.0,0.0,7.4,10.0,12.0,12.0,7.0,8.0,10.0,0.0,14.595,39.0,2.297,12.162,12.162,8.514,9.73,1.143,14.595
2024,2023-24,Coastal Alabama - South,coastalalabamasouth,rileelowery1ydt,Rilee Lowery,0.0,0.0,1.0,0.0,0.2,0.0,3.0,3.0,4.5,3.0,2.0,0.0,135.0,4.0,22.5,0.0,90.0,202.5,135.0,0.667,135.0
